home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,day_of_week,month,year
Wales,Bulgaria,0,3,UEFA Euro qualification,Cardiff,Wales,False,A,Wednesday,December,1994
Tunisia,Algeria,1,0,Friendly,Sfax,Tunisia,False,H,Friday,December,1994
Belgium,Spain,1,4,UEFA Euro qualification,Brussels,Belgium,False,A,Saturday,December,1994
North Macedonia,Cyprus,3,0,UEFA Euro qualification,Skopje,North Macedonia,False,H,Saturday,December,1994
Saudi Arabia,Costa Rica,1,3,Friendly,Riyadh,Saudi Arabia,False,A,Saturday,December,1994
Cameroon,Togo,1,1,Friendly,Douala,Cameroon,False,D,Sunday,December,1994
Germany,Albania,2,1,UEFA Euro qualification,Kaiserslautern,Germany,False,H,Sunday,December,1994
Greece,Scotland,1,0,UEFA Euro qualification,Athens,Greece,False,H,Sunday,December,1994
Portugal,Liechtenstein,8,0,UEFA Euro qualification,Lisbon,Portugal,False,H,Sunday,December,1994
Italy,Turkey,3,1,Friendly,Pescara,Italy,False,H,Wednesday,December,1994
Brazil,Serbia,2,0,Friendly,Porto Alegre,Brazil,False,H,Friday,December,1994
Basque Country,Russia,1,0,Friendly,Bilbao,Spain,False,H,Friday,December,1994
Mali,Mauritania,0,0,Friendly,Bamako,Mali,False,D,Sunday,December,1994
Argentina,Serbia,1,0,Friendly,Buenos Aires,Argentina,False,H,Tuesday,December,1994
Liberia,Guinea,0,0,Friendly,Monrovia,Liberia,False,D,Thursday,December,1994
Mali,Mauritania,0,0,Friendly,Bamako,Mali,False,D,Thursday,December,1994
Saudi Arabia,Zambia,1,0,Friendly,Riyadh,Saudi Arabia,False,H,Thursday,December,1994
Guinea,Sierra Leone,3,1,Friendly,Conakry,Guinea,False,H,Sunday,January,1995
Mali,Mauritania,0,1,Friendly,Bamako,Mali,False,A,Monday,January,1995
Tunisia,Egypt,2,0,Friendly,Sousse,Tunisia,False,H,Monday,January,1995
Vietnam,Estonia,1,0,Friendly,Ho Chi Minh City,Vietnam,False,H,Wednesday,January,1995
Japan,Nigeria,0,3,Confederations Cup,Riyadh,Saudi Arabia,True,A,Friday,January,1995
Saudi Arabia,Mexico,0,2,Confederations Cup,Riyadh,Saudi Arabia,False,A,Friday,January,1995
Senegal,Tunisia,0,0,African Cup of Nations qualification,Ziguinchor,Senegal,False,D,Saturday,January,1995
Sierra Leone,Gambia,2,0,African Cup of Nations qualification,Freetown,Sierra Leone,False,H,Saturday,January,1995
Angola,Mozambique,1,0,African Cup of Nations qualification,Luanda,Angola,False,H,Sunday,January,1995
Cameroon,Malawi,0,0,African Cup of Nations qualification,Yaoundé,Cameroon,False,D,Sunday,January,1995
Congo,Niger,3,1,African Cup of Nations qualification,Brazzaville,Congo,False,H,Sunday,January,1995
DR Congo,Lesotho,3,0,African Cup of Nations qualification,Kinshasa,Zaïre,False,H,Sunday,January,1995
Ethiopia,Tanzania,1,0,African Cup of Nations qualification,Addis Abeba,Ethiopia,False,H,Sunday,January,1995
Guinea,Namibia,3,0,African Cup of Nations qualification,Conakry,Guinea,False,H,Sunday,January,1995
Japan,Argentina,1,5,Confederations Cup,Riyadh,Saudi Arabia,True,A,Sunday,January,1995
Saudi Arabia,Denmark,0,2,Confederations Cup,Riyadh,Saudi Arabia,False,A,Sunday,January,1995
Togo,Mauritania,0,0,African Cup of Nations qualification,Lomé,Togo,False,D,Sunday,January,1995
Mauritius,Zambia,0,3,African Cup of Nations qualification,Port Louis,Mauritius,False,A,Monday,January,1995
Denmark,Mexico,1,1,Confederations Cup,Riyadh,Saudi Arabia,True,D,Tuesday,January,1995
Nigeria,Argentina,0,0,Confederations Cup,Riyadh,Saudi Arabia,True,D,Tuesday,January,1995
Denmark,Argentina,2,0,Confederations Cup,Riyadh,Saudi Arabia,True,H,Friday,January,1995
Mexico,Nigeria,1,1,Confederations Cup,Riyadh,Saudi Arabia,True,HP,Friday,January,1995
Ivory Coast,Togo,0,0,Friendly,Bouaké,Ivory Coast,False,D,Sunday,January,1995
Netherlands,France,0,1,Friendly,Utrecht,Netherlands,False,A,Wednesday,January,1995
Spain,Uruguay,2,2,Friendly,La Coruña,Spain,False,D,Wednesday,January,1995
Tanzania,Algeria,2,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,H,Saturday,January,1995
Uganda,Egypt,0,0,African Cup of Nations qualification,Kampala,Uganda,False,D,Saturday,January,1995
Botswana,Angola,1,2,African Cup of Nations qualification,Gaborone,Botswana,False,A,Sunday,January,1995
Ethiopia,Sudan,2,0,African Cup of Nations qualification,Addis Abeba,Ethiopia,False,H,Sunday,January,1995
Ghana,Congo,3,1,African Cup of Nations qualification,Accra,Ghana,False,H,Sunday,January,1995
Ivory Coast,Burkina Faso,2,2,African Cup of Nations qualification,Abidjan,Ivory Coast,False,D,Sunday,January,1995
Lesotho,Malawi,0,2,African Cup of Nations qualification,Maseru,Lesotho,False,A,Sunday,January,1995
Liberia,Senegal,1,1,African Cup of Nations qualification,Monrovia,Liberia,False,D,Sunday,January,1995
Mozambique,Namibia,4,2,African Cup of Nations qualification,Maputo,Mozambique,False,H,Sunday,January,1995
Niger,Gambia,1,1,African Cup of Nations qualification,Niamey,Niger,False,D,Sunday,January,1995
Zimbabwe,Cameroon,4,1,African Cup of Nations qualification,Harare,Zimbabwe,False,H,Sunday,January,1995
Cyprus,Greece,2,3,Friendly,Larnaca,Cyprus,False,A,Wednesday,January,1995
Canada,Portugal,1,1,Friendly,Toronto,Canada,False,D,Thursday,January,1995
Tunisia,Mauritania,1,0,African Cup of Nations qualification,Tunis,Tunisia,False,H,Sunday,January,1995
South Korea,Colombia,1,0,Lunar New Year Cup,So Kon Po,Hong Kong,True,H,Tuesday,January,1995
Mexico,Uruguay,1,0,Friendly,San Diego,United States,True,H,Wednesday,February,1995
South Korea,Serbia,0,1,Lunar New Year Cup,So Kon Po,Hong Kong,True,A,Saturday,February,1995
Estonia,Norway,0,7,Friendly,Larnaca,Cyprus,True,A,Monday,February,1995
Cyprus,Norway,0,2,Friendly,Nicosia,Cyprus,False,A,Wednesday,February,1995
Greece,Romania,1,0,Friendly,Kalamáta,Greece,False,H,Wednesday,February,1995
Tunisia,Liberia,0,0,African Cup of Nations qualification,Tunis,Tunisia,False,D,Friday,February,1995
Australia,Colombia,0,1,Friendly,Sydney,Australia,False,A,Saturday,February,1995
Argentina,Bulgaria,4,1,Friendly,Mendoza,Argentina,False,H,Tuesday,February,1995
Israel,Luxembourg,4,2,Friendly,Ashdod,Israel,False,H,Tuesday,February,1995
Australia,Japan,2,1,Friendly,Sydney,Australia,False,H,Wednesday,February,1995
Cyprus,Estonia,3,1,Friendly,Limassol,Cyprus,False,H,Wednesday,February,1995
Republic of Ireland,England,1,0,Friendly,Dublin,Republic of Ireland,False,H,Wednesday,February,1995
Trinidad and Tobago,Finland,2,1,Friendly,Port of Spain,Trinidad and Tobago,False,H,Wednesday,February,1995
Turkey,Romania,1,1,Friendly,Izmir,Turkey,False,D,Wednesday,February,1995
Trinidad and Tobago,Finland,2,2,Friendly,Port of Spain,Trinidad and Tobago,False,D,Friday,February,1995
China PR,South Korea,0,0,Dynasty Cup,Victoria,Hong Kong,True,D,Sunday,February,1995
Hong Kong,Japan,0,3,Dynasty Cup,Victoria,Hong Kong,False,A,Sunday,February,1995
Hong Kong,China PR,0,0,Dynasty Cup,Victoria,Hong Kong,False,D,Tuesday,February,1995
Japan,South Korea,1,1,Dynasty Cup,Victoria,Hong Kong,True,D,Tuesday,February,1995
New Zealand,Singapore,3,0,Friendly,Tauranga,New Zealand,False,H,Tuesday,February,1995
Brazil,Slovakia,5,0,Friendly,Fortaleza,Brazil,False,H,Wednesday,February,1995
Malta,Luxembourg,0,1,UEFA Euro qualification,Attard,Malta,False,A,Wednesday,February,1995
Netherlands,Portugal,0,1,Friendly,Eindhoven,Netherlands,False,A,Wednesday,February,1995
Spain,Germany,0,0,Friendly,Jerez de la Frontera,Spain,False,D,Wednesday,February,1995
Thailand,Japan,3,2,King's Cup,Bangkok,Thailand,False,H,Wednesday,February,1995
China PR,Japan,1,2,Dynasty Cup,Victoria,Hong Kong,True,A,Thursday,February,1995
Hong Kong,South Korea,2,3,Dynasty Cup,Victoria,Hong Kong,False,A,Thursday,February,1995
Hong Kong,China PR,1,1,Dynasty Cup,Victoria,Hong Kong,False,D,Sunday,February,1995
Japan,South Korea,2,2,Dynasty Cup,Victoria,Hong Kong,True,HP,Sunday,February,1995
Morocco,Senegal,2,0,Friendly,Casablanca,Morocco,False,H,Wednesday,March,1995
Cyprus,Sweden,3,3,Friendly,Limassol,Cyprus,False,D,Wednesday,March,1995
Czech Republic,Finland,4,1,Friendly,Brno,Czech Republic,False,H,Wednesday,March,1995
Greece,Switzerland,1,1,Friendly,Athens,Greece,False,D,Wednesday,March,1995
Hungary,Latvia,3,1,Friendly,Budapest,Hungary,False,H,Wednesday,March,1995
Iraq,Uzbekistan,3,1,Nehru Cup,Calcutta,India,True,H,Wednesday,March,1995
Slovakia,Russia,2,1,Friendly,Košice,Slovakia,False,H,Wednesday,March,1995
Turkey,Israel,2,1,Friendly,Istanbul,Turkey,False,H,Wednesday,March,1995
India,Thailand,0,5,Nehru Cup,Calcutta,India,False,A,Friday,March,1995
Barbados,Saint Kitts and Nevis,0,1,Friendly,Bridgetown,Barbados,False,A,Sunday,March,1995
India,Iraq,1,1,Nehru Cup,Calcutta,India,False,D,Sunday,March,1995
Jamaica,Cuba,0,0,Friendly,Kingston,Jamaica,False,D,Sunday,March,1995
India,Uzbekistan,1,0,Nehru Cup,Calcutta,India,False,H,Tuesday,March,1995
Iraq,Thailand,3,1,Nehru Cup,Calcutta,India,True,H,Tuesday,March,1995
Poland,Lithuania,4,1,Friendly,Ostrowiec Świętokrzyski,Poland,False,H,Wednesday,March,1995
Thailand,Uzbekistan,0,1,Nehru Cup,Calcutta,India,True,A,Thursday,March,1995
Sint Maarten,Saint Kitts and Nevis,0,2,CFU Caribbean Cup qualification,Philipsburg,Sint Maarten,False,A,Sunday,March,1995
Grenada,Saint Lucia,2,0,CFU Caribbean Cup qualification,St. George's,Grenada,False,H,Tuesday,March,1995
Colombia,Uruguay,2,1,Friendly,Medellín,Colombia,False,H,Wednesday,March,1995
Morocco,Mali,3,0,Friendly,Casablanca,Morocco,False,H,Thursday,March,1995
Tahiti,Fiji,3,3,Friendly,Papeete,French Polynesia,False,D,Friday,March,1995
Croatia,Ukraine,4,0,UEFA Euro qualification,Zagreb,Croatia,False,H,Saturday,March,1995
Italy,Estonia,4,1,UEFA Euro qualification,Salerno,Italy,False,H,Saturday,March,1995
Nepal,Bangladesh,0,2,SAFF Cup,Colombo,Sri Lanka,True,A,Saturday,March,1995
Pakistan,Bangladesh,1,0,SAFF Cup,Colombo,Sri Lanka,True,H,Saturday,March,1995
United States,Uruguay,2,2,Friendly,Dallas,United States,False,D,Saturday,March,1995
Barbados,Guyana,3,0,CFU Caribbean Cup qualification,Bridgetown,Barbados,False,H,Sunday,March,1995
Lebanon,Egypt,1,1,Friendly,Beirut,Lebanon,False,D,Sunday,March,1995
Montserrat,Anguilla,3,2,CFU Caribbean Cup qualification,Plymouth,Montserrat,False,H,Sunday,March,1995
Saint Kitts and Nevis,Sint Maarten,0,1,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False,A,Sunday,March,1995
Albania,Moldova,3,0,UEFA Euro qualification,Tirana,Albania,False,H,Wednesday,March,1995
Austria,Latvia,5,0,UEFA Euro qualification,Salzburg,Austria,False,H,Wednesday,March,1995
Brazil,Honduras,1,1,Friendly,Goiânia,Brazil,False,D,Wednesday,March,1995
Bulgaria,Wales,3,1,UEFA Euro qualification,Sofia,Bulgaria,False,H,Wednesday,March,1995
Cyprus,Denmark,1,1,UEFA Euro qualification,Limassol,Cyprus,False,D,Wednesday,March,1995
Czech Republic,Belarus,4,2,UEFA Euro qualification,Ostrava,Czech Republic,False,H,Wednesday,March,1995
England,Uruguay,0,0,Friendly,London,England,False,D,Wednesday,March,1995
Georgia,Germany,0,2,UEFA Euro qualification,Tbilisi,Georgia,False,A,Wednesday,March,1995
Hungary,Switzerland,2,2,UEFA Euro qualification,Budapest,Hungary,False,D,Wednesday,March,1995
Republic of Ireland,Northern Ireland,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,D,Wednesday,March,1995
Israel,France,0,0,UEFA Euro qualification,Ramat-Gan,Israel,False,D,Wednesday,March,1995
Lithuania,Croatia,0,0,UEFA Euro qualification,Vilnius,Lithuania,False,D,Wednesday,March,1995
Luxembourg,Norway,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,False,A,Wednesday,March,1995
Mexico,Chile,1,2,Friendly,Los Angeles,United States,True,A,Wednesday,March,1995
Nepal,Pakistan,2,0,SAFF Cup,Colombo,Sri Lanka,True,H,Wednesday,March,1995
Netherlands,Malta,4,0,UEFA Euro qualification,Rotterdam,Netherlands,False,H,Wednesday,March,1995
Romania,Poland,2,1,UEFA Euro qualification,Bucharest,Romania,False,H,Wednesday,March,1995
Russia,Scotland,0,0,UEFA Euro qualification,Moscow,Russia,False,D,Wednesday,March,1995
San Marino,Finland,0,2,UEFA Euro qualification,Serravalle,San Marino,False,A,Wednesday,March,1995
Slovakia,Azerbaijan,4,1,UEFA Euro qualification,Košice,Slovakia,False,H,Wednesday,March,1995
Slovenia,Estonia,3,0,UEFA Euro qualification,Maribor,Slovenia,False,H,Wednesday,March,1995
Spain,Belgium,1,1,UEFA Euro qualification,Seville,Spain,False,D,Wednesday,March,1995
Sri Lanka,India,2,2,SAFF Cup,Colombo,Sri Lanka,False,D,Wednesday,March,1995
Turkey,Sweden,2,1,UEFA Euro qualification,Istanbul,Turkey,False,H,Wednesday,March,1995
Ukraine,Italy,0,2,UEFA Euro qualification,Kyïv,Ukraine,False,A,Wednesday,March,1995
Tahiti,Fiji,3,0,Friendly,Papeete,French Polynesia,False,H,Thursday,March,1995
India,Bangladesh,0,0,SAFF Cup,Colombo,Sri Lanka,True,HP,Friday,March,1995
Serbia,Uruguay,1,0,Friendly,Belgrade,Yugoslavia,False,H,Friday,March,1995
Sri Lanka,Nepal,2,1,SAFF Cup,Colombo,Sri Lanka,False,H,Friday,March,1995
Syria,Egypt,1,2,Friendly,Damascus,Syria,False,A,Friday,March,1995
Anguilla,Montserrat,0,1,CFU Caribbean Cup qualification,The Valley,Anguilla,False,A,Sunday,April,1995
Gabon,Benin,7,0,Friendly,Libreville,Gabon,False,H,Sunday,April,1995
Guyana,Barbados,0,4,CFU Caribbean Cup qualification,Georgetown,Guyana,False,A,Sunday,April,1995
Sri Lanka,India,1,0,SAFF Cup,Colombo,Sri Lanka,False,H,Sunday,April,1995
Bolivia,Venezuela,0,0,Friendly,Sucre,Bolivia,False,D,Monday,April,1995
Uruguay,Peru,1,0,Friendly,Montevideo,Uruguay,False,H,Wednesday,April,1995
Mauritania,Senegal,0,1,African Cup of Nations qualification,Nouakchott,Mauritania,False,A,Friday,April,1995
Sierra Leone,Ghana,1,0,African Cup of Nations qualification,Freetown,Sierra Leone,False,H,Saturday,April,1995
Uganda,Tanzania,2,0,African Cup of Nations qualification,Kampala,Uganda,False,H,Saturday,April,1995
Zambia,Gabon,1,0,African Cup of Nations qualification,Lusaka,Zambia,False,H,Saturday,April,1995
Gambia,Congo,1,1,African Cup of Nations qualification,Banjul,Gambia,False,D,Sunday,April,1995
Guinea,Botswana,5,0,African Cup of Nations qualification,Conakry,Guinea,False,H,Sunday,April,1995
Lesotho,Zimbabwe,0,2,African Cup of Nations qualification,Maseru,Lesotho,False,A,Sunday,April,1995
Malawi,DR Congo,0,1,African Cup of Nations qualification,Lilongwe,Malawi,False,A,Sunday,April,1995
Morocco,Burkina Faso,0,0,African Cup of Nations qualification,Casablanca,Morocco,False,D,Sunday,April,1995
Mozambique,Mali,1,0,African Cup of Nations qualification,Maputo,Mozambique,False,H,Sunday,April,1995
Saint Lucia,Grenada,4,0,CFU Caribbean Cup qualification,Castries,Saint Lucia,False,H,Sunday,April,1995
Togo,Liberia,0,0,African Cup of Nations qualification,Lomé,Togo,False,D,Sunday,April,1995
North Macedonia,Bulgaria,0,0,Friendly,Strumica,North Macedonia,False,D,Wednesday,April,1995
Egypt,Tunisia,1,0,Friendly,Port Said,Egypt,False,H,Friday,April,1995
Peru,Chile,6,0,Friendly,Lima,Peru,False,H,Wednesday,April,1995
Belgium,United States,1,0,Friendly,Brussels,Belgium,False,H,Saturday,April,1995
Chile,Iceland,1,1,Friendly,Temuco,Chile,False,D,Saturday,April,1995
Congo,Sierra Leone,0,2,African Cup of Nations qualification,Brazzaville,Congo,False,A,Saturday,April,1995
Senegal,Togo,5,1,African Cup of Nations qualification,Dakar,Senegal,False,H,Saturday,April,1995
Tanzania,Egypt,1,2,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,A,Saturday,April,1995
Angola,Guinea,3,0,African Cup of Nations qualification,Luanda,Angola,False,H,Sunday,April,1995
Botswana,Mozambique,0,3,African Cup of Nations qualification,Gaborone,Botswana,False,A,Sunday,April,1995
DR Congo,Cameroon,2,1,African Cup of Nations qualification,Kinshasa,Zaïre,False,H,Sunday,April,1995
Ethiopia,Uganda,0,0,African Cup of Nations qualification,Addis Abeba,Ethiopia,False,D,Sunday,April,1995
Ghana,Niger,1,0,African Cup of Nations qualification,Accra,Ghana,False,H,Sunday,April,1995
Liberia,Tunisia,1,0,African Cup of Nations qualification,Monrovia,Liberia,False,H,Sunday,April,1995
Mali,Namibia,2,0,African Cup of Nations qualification,Bamako,Mali,False,H,Sunday,April,1995
Zimbabwe,Malawi,1,1,African Cup of Nations qualification,Harare,Zimbabwe,False,D,Sunday,April,1995
Sudan,Algeria,2,0,African Cup of Nations qualification,Khartoum,Sudan,False,H,Monday,April,1995
Poland,Israel,4,3,UEFA Euro qualification,Zabrze,Poland,False,H,Tuesday,April,1995
Armenia,Spain,0,2,UEFA Euro qualification,Yerevan,Armenia,False,A,Wednesday,April,1995
Austria,Liechtenstein,7,0,UEFA Euro qualification,Salzburg,Austria,False,H,Wednesday,April,1995
Azerbaijan,Romania,1,4,UEFA Euro qualification,Trabzon,Turkey,True,A,Wednesday,April,1995
Belarus,Malta,1,1,UEFA Euro qualification,Minsk,Belarus,False,D,Wednesday,April,1995
Belgium,Cyprus,2,0,UEFA Euro qualification,Brussels,Belgium,False,H,Wednesday,April,1995
Croatia,Slovenia,2,0,UEFA Euro qualification,Zagreb,Croatia,False,H,Wednesday,April,1995
Czech Republic,Netherlands,3,1,UEFA Euro qualification,Prague,Czech Republic,False,H,Wednesday,April,1995
Denmark,North Macedonia,1,0,UEFA Euro qualification,Copenhagen,Denmark,False,H,Wednesday,April,1995
Estonia,Ukraine,0,1,UEFA Euro qualification,Tallinn,Estonia,False,A,Wednesday,April,1995
Faroe Islands,Finland,0,4,UEFA Euro qualification,Toftir,Faroe Islands,False,A,Wednesday,April,1995
France,Slovakia,4,0,UEFA Euro qualification,Nantes,France,False,H,Wednesday,April,1995
Georgia,Albania,2,0,UEFA Euro qualification,Tbilisi,Georgia,False,H,Wednesday,April,1995
Germany,Wales,1,1,UEFA Euro qualification,Düsseldorf,Germany,False,D,Wednesday,April,1995
Greece,Russia,0,3,UEFA Euro qualification,Salonica,Greece,False,A,Wednesday,April,1995
Hungary,Sweden,1,0,UEFA Euro qualification,Budapest,Hungary,False,H,Wednesday,April,1995
Republic of Ireland,Portugal,1,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,H,Wednesday,April,1995
Ivory Coast,Sierra Leone,4,0,Friendly,Abidjan,Ivory Coast,False,H,Wednesday,April,1995
Latvia,Northern Ireland,0,1,UEFA Euro qualification,Riga,Latvia,False,A,Wednesday,April,1995
Lithuania,Italy,0,1,UEFA Euro qualification,Vilnius,Lithuania,False,A,Wednesday,April,1995
Moldova,Bulgaria,0,3,UEFA Euro qualification,Chişinău,Moldova,False,A,Wednesday,April,1995
Norway,Luxembourg,5,0,UEFA Euro qualification,Oslo,Norway,False,H,Wednesday,April,1995
San Marino,Scotland,0,2,UEFA Euro qualification,Serravalle,San Marino,False,A,Wednesday,April,1995
Switzerland,Turkey,1,2,UEFA Euro qualification,Berne,Switzerland,False,A,Wednesday,April,1995
Barbados,Saint Lucia,1,1,CFU Caribbean Cup qualification,Bridgetown,Barbados,False,D,Sunday,April,1995
Guernsey,Jersey,1,2,Friendly,St. Sampson,Guernsey,False,A,Sunday,April,1995
Saint Kitts and Nevis,Antigua and Barbuda,1,1,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False,D,Sunday,April,1995
Kuwait,Mali,2,1,Friendly,Kuwait City,Kuwait,False,H,Thursday,May,1995
Russia,Faroe Islands,3,0,UEFA Euro qualification,Moscow,Russia,False,H,Saturday,May,1995
Aruba,Curaçao,3,4,CFU Caribbean Cup qualification,Oranjestad,Aruba,False,A,Sunday,May,1995
Saint Lucia,Barbados,2,1,CFU Caribbean Cup qualification,Castries,Saint Lucia,False,H,Sunday,May,1995
Slovakia,Czech Republic,1,1,Friendly,Bratislava,Slovakia,False,D,Monday,May,1995
French Guiana,Martinique,1,3,CFU Caribbean Cup qualification,Cayenne,French Guiana,False,A,Tuesday,May,1995
Guadeloupe,Suriname,1,2,CFU Caribbean Cup qualification,Cayenne,French Guiana,True,A,Tuesday,May,1995
Armenia,North Macedonia,2,2,UEFA Euro qualification,Yerevan,Armenia,False,D,Wednesday,May,1995
French Guiana,Guadeloupe,2,2,CFU Caribbean Cup qualification,Cayenne,French Guiana,False,D,Thursday,May,1995
Martinique,Suriname,1,1,CFU Caribbean Cup qualification,Cayenne,French Guiana,True,D,Thursday,May,1995
French Guiana,Suriname,4,0,CFU Caribbean Cup qualification,Cayenne,French Guiana,False,H,Saturday,May,1995
Guadeloupe,Martinique,2,1,CFU Caribbean Cup qualification,Cayenne,French Guiana,True,H,Saturday,May,1995
Ivory Coast,Mali,0,1,Friendly,Abidjan,Ivory Coast,False,A,Saturday,May,1995
South Africa,Argentina,1,1,Friendly,Johannesburg,South Africa,False,D,Saturday,May,1995
Togo,Benin,3,0,Friendly,Lomé,Togo,False,H,Saturday,May,1995
Bolivia,Paraguay,1,1,Copa Paz del Chaco,Cochabamba,Bolivia,False,D,Sunday,May,1995
Curaçao,Aruba,3,2,CFU Caribbean Cup qualification,Willemstad,Netherlands Antilles,True,H,Sunday,May,1995
Israel,Brazil,1,2,Friendly,Ramat-Gan,Israel,False,A,Wednesday,May,1995
Lithuania,Greece,2,1,Friendly,Vilnius,Lithuania,False,H,Wednesday,May,1995
Morocco,Egypt,0,0,Friendly,Marrakech,Morocco,False,D,Thursday,May,1995
Latvia,Estonia,2,0,Baltic Cup,Riga,Latvia,False,H,Friday,May,1995
Estonia,Lithuania,0,7,Baltic Cup,Riga,Latvia,True,A,Saturday,May,1995
Antigua and Barbuda,Saint Kitts and Nevis,2,2,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,False,HP,Sunday,May,1995
Japan,Scotland,0,0,Kirin Cup,Hiroshima,Japan,False,D,Sunday,May,1995
Latvia,Lithuania,2,0,Baltic Cup,Riga,Latvia,False,H,Sunday,May,1995
Canada,Northern Ireland,2,0,Friendly,Edmonton,Canada,False,H,Monday,May,1995
Cuba,Curaçao,3,0,CFU Caribbean Cup qualification,Santo Domingo,Dominican Republic,True,H,Tuesday,May,1995
Dominican Republic,Puerto Rico,3,1,CFU Caribbean Cup qualification,Santo Domingo,Dominican Republic,False,H,Tuesday,May,1995
Ecuador,Scotland,1,2,Kirin Cup,Toyama,Japan,True,A,Wednesday,May,1995
Chile,Northern Ireland,2,1,Friendly,Edmonton,Canada,True,H,Thursday,May,1995
Curaçao,Puerto Rico,2,2,CFU Caribbean Cup qualification,Santo Domingo,Dominican Republic,True,D,Thursday,May,1995
Dominican Republic,Cuba,0,3,CFU Caribbean Cup qualification,Santo Domingo,Dominican Republic,False,A,Thursday,May,1995
Faroe Islands,San Marino,3,0,UEFA Euro qualification,Toftir,Faroe Islands,False,H,Thursday,May,1995
Liberia,Mali,3,2,Friendly,Abidjan,Ivory Coast,True,H,Thursday,May,1995
Norway,Ghana,3,2,Friendly,Oslo,Norway,False,H,Thursday,May,1995
Cuba,Puerto Rico,9,0,CFU Caribbean Cup qualification,Santo Domingo,Dominican Republic,True,H,Saturday,May,1995
Dominican Republic,Curaçao,1,2,CFU Caribbean Cup qualification,Santo Domingo,Dominican Republic,False,A,Saturday,May,1995
Canada,Chile,1,2,Friendly,Edmonton,Canada,False,A,Sunday,May,1995
Ivory Coast,Liberia,1,1,Friendly,Abidjan,Ivory Coast,False,D,Sunday,May,1995
Japan,Ecuador,3,0,Kirin Cup,Tokyo,Japan,False,H,Sunday,May,1995
United States,Costa Rica,1,2,Friendly,Tampa,United States,False,A,Sunday,May,1995
Argentina,Peru,1,0,Friendly,Córdoba,Argentina,False,H,Wednesday,May,1995
Finland,Denmark,0,1,Friendly,Helsinki,Finland,False,A,Wednesday,May,1995
Serbia,Russia,1,2,Friendly,Belgrade,Yugoslavia,False,A,Wednesday,May,1995
Sweden,Iceland,1,1,UEFA Euro qualification,Solna,Sweden,False,D,Thursday,June,1995
Algeria,Uganda,1,1,African Cup of Nations qualification,Algiers,Algeria,False,D,Friday,June,1995
England,Japan,2,1,Friendly,London,England,False,H,Saturday,June,1995
Liechtenstein,Republic of Ireland,0,0,UEFA Euro qualification,Eschen,Liechtenstein,False,D,Saturday,June,1995
Portugal,Latvia,3,2,UEFA Euro qualification,Porto,Portugal,False,H,Saturday,June,1995
Sierra Leone,Niger,5,1,African Cup of Nations qualification,Freetown,Sierra Leone,False,H,Saturday,June,1995
Sudan,Tanzania,2,1,African Cup of Nations qualification,Khartoum,Sudan,False,H,Saturday,June,1995
Angola,Mali,1,0,African Cup of Nations qualification,Luanda,Angola,False,H,Sunday,June,1995
Botswana,Namibia,1,1,African Cup of Nations qualification,Gaborone,Botswana,False,D,Sunday,June,1995
Brazil,Sweden,1,0,Friendly,Birmingham,England,True,H,Sunday,June,1995
Cameroon,Lesotho,4,1,African Cup of Nations qualification,Yaoundé,Cameroon,False,H,Sunday,June,1995
Canada,Turkey,1,3,Friendly,Toronto,Canada,False,A,Sunday,June,1995
DR Congo,Zimbabwe,5,0,African Cup of Nations qualification,Kinshasa,Zaïre,False,H,Sunday,June,1995
Ecuador,Zambia,4,1,Korea Cup,Changwon,South Korea,True,H,Sunday,June,1995
Ethiopia,Egypt,0,2,African Cup of Nations qualification,Addis Abeba,Ethiopia,False,A,Sunday,June,1995
Guinea,Mozambique,0,0,African Cup of Nations qualification,Conakry,Guinea,False,D,Sunday,June,1995
Ivory Coast,Morocco,2,0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,H,Sunday,June,1995
Liberia,Mauritania,2,0,African Cup of Nations qualification,Monrovia,Liberia,False,H,Sunday,June,1995
Mauritius,Gabon,0,3,African Cup of Nations qualification,Port Louis,Mauritius,False,A,Sunday,June,1995
Togo,Tunisia,0,1,African Cup of Nations qualification,Lomé,Togo,False,A,Sunday,June,1995
South Korea,Costa Rica,1,0,Korea Cup,Suwon,South Korea,False,H,Monday,June,1995
Brazil,Japan,3,0,Friendly,Liverpool,England,True,H,Tuesday,June,1995
Belarus,Netherlands,1,0,UEFA Euro qualification,Minsk,Belarus,False,H,Wednesday,June,1995
Bulgaria,Germany,3,2,UEFA Euro qualification,Sofia,Bulgaria,False,H,Wednesday,June,1995
Canada,Turkey,0,3,Friendly,Montréal,Canada,False,A,Wednesday,June,1995
Denmark,Cyprus,4,0,UEFA Euro qualification,Copenhagen,Denmark,False,H,Wednesday,June,1995
Faroe Islands,Scotland,0,2,UEFA Euro qualification,Toftir,Faroe Islands,False,A,Wednesday,June,1995
