home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,day_of_week,month,year
Austria,Republic of Ireland,6,0,Friendly,Vienna,Austria,False,H,Wednesday,May,1952
Romania,Czechoslovakia,3,1,Friendly,Bucharest,Romania,False,H,Sunday,May,1952
Netherlands,Sweden,0,0,Friendly,Amsterdam,Netherlands,False,D,Wednesday,May,1952
Hungary,German DR,5,0,Friendly,Budapest,Hungary,False,H,Sunday,May,1952
Italy,England,1,1,Friendly,Florence,Italy,False,D,Sunday,May,1952
Poland,Bulgaria,0,1,Friendly,Warsaw,Poland,False,A,Sunday,May,1952
Belgium,France,1,2,Friendly,Brussels,Belgium,False,A,Thursday,May,1952
Russia,Hungary,1,1,Friendly,Moscow,Soviet Union,False,D,Saturday,May,1952
Austria,England,2,3,Friendly,Vienna,Austria,False,A,Sunday,May,1952
Denmark,Scotland,1,2,Friendly,Copenhagen,Denmark,False,A,Sunday,May,1952
Romania,Poland,1,0,Friendly,Bucharest,Romania,False,H,Sunday,May,1952
Russia,Hungary,2,1,Friendly,Moscow,Soviet Union,False,H,Tuesday,May,1952
Switzerland,England,0,3,Friendly,Zürich,Switzerland,False,A,Wednesday,May,1952
Sweden,Scotland,3,1,Friendly,Solna,Sweden,False,H,Friday,May,1952
Spain,Republic of Ireland,6,0,Friendly,Madrid,Spain,False,H,Sunday,June,1952
Turkey,Switzerland,1,5,Friendly,Ankara,Turkey,False,A,Sunday,June,1952
Turkey,Spain,0,0,Friendly,Istanbul,Turkey,False,D,Sunday,June,1952
Norway,Finland,1,2,Friendly,Oslo,Norway,False,A,Tuesday,June,1952
Denmark,Sweden,0,2,Friendly,Oslo,Norway,True,A,Wednesday,June,1952
Finland,Sweden,3,1,Friendly,Oslo,Norway,True,H,Friday,June,1952
Poland,Hungary,1,5,Friendly,Warsaw,Poland,False,A,Sunday,June,1952
Finland,Hungary,1,6,Friendly,Helsinki,Finland,False,A,Sunday,June,1952
Sweden,Denmark,4,3,Nordic Championship,Solna,Sweden,False,H,Sunday,June,1952
Switzerland,Austria,1,1,Friendly,Geneva,Switzerland,False,D,Sunday,June,1952
Yugoslavia,Norway,4,1,Friendly,Zagreb,Yugoslavia,False,H,Wednesday,June,1952
Netherlands,Curaçao,3,3,Friendly,Amsterdam,Netherlands,False,D,Thursday,July,1952
Haiti,Jamaica,4,1,Friendly,Port-au-Prince,Haiti,False,H,Saturday,July,1952
Haiti,Jamaica,3,3,Friendly,Port-au-Prince,Haiti,False,D,Sunday,July,1952
Haiti,Jamaica,2,0,Friendly,Port-au-Prince,Haiti,False,H,Wednesday,July,1952
Réunion,Madagascar,0,1,Friendly,Saint-Pierre,Réunion,False,A,Thursday,July,1952
Haiti,Jamaica,3,2,Friendly,Port-au-Prince,Haiti,False,H,Sunday,July,1952
Réunion,Mauritius,0,6,Friendly,Saint-Pierre,Réunion,False,A,Sunday,July,1952
Madagascar,Mauritius,0,7,Friendly,Saint-Pierre,Réunion,True,A,Thursday,July,1952
Finland,China PR,4,0,Friendly,Helsinki,Finland,False,H,Monday,August,1952
Netherlands,Egypt,1,1,Friendly,Amsterdam,Netherlands,False,D,Sunday,August,1952
Silesia,China PR,5,1,Friendly,Chorzów,Poland,False,H,Sunday,August,1952
Norway,Finland,7,2,Nordic Championship,Oslo,Norway,False,H,Sunday,August,1952
Zambia,Zimbabwe,1,4,Friendly,Kitwe,Northern Rhodesia,False,A,Saturday,September,1952
Fiji,New Zealand,0,2,Friendly,Suva,Fiji,False,A,Sunday,September,1952
Zambia,Zimbabwe,3,2,Friendly,Kitwe,Northern Rhodesia,False,H,Thursday,September,1952
Czechoslovakia,Poland,2,2,Friendly,Prague,Czechoslovakia,False,D,Sunday,September,1952
Fiji,New Zealand,0,9,Friendly,Lautoka,Fiji,False,A,Sunday,September,1952
Fiji,New Zealand,2,5,Friendly,Suva,Fiji,False,A,Tuesday,September,1952
Switzerland,Hungary,2,4,International Cup,Berne,Switzerland,False,A,Saturday,September,1952
Denmark,Netherlands,3,2,Friendly,Copenhagen,Denmark,False,H,Sunday,September,1952
Finland,Sweden,1,8,Nordic Championship,Helsinki,Finland,False,A,Sunday,September,1952
Poland,German DR,3,0,Friendly,Warsaw,Poland,False,H,Sunday,September,1952
Tahiti,New Zealand,2,2,Friendly,Pirae,French Polynesia,False,D,Sunday,September,1952
Yugoslavia,Austria,4,2,Friendly,Belgrade,Yugoslavia,False,H,Sunday,September,1952
Uganda,Tanzania,4,0,Friendly,Kampala,Uganda,False,H,Tuesday,September,1952
Kenya,Zanzibar,7,1,Friendly,Kampala,Uganda,True,H,Wednesday,September,1952
Tanzania,Zanzibar,1,3,Friendly,Kampala,Uganda,True,A,Friday,September,1952
Uganda,Kenya,6,3,Friendly,Kampala,Uganda,False,H,Saturday,September,1952
Tahiti,New Zealand,3,5,Friendly,Pirae,French Polynesia,False,A,Sunday,September,1952
Northern Ireland,England,2,2,British Championship,Belfast,Northern Ireland,False,D,Saturday,October,1952
Finland,Denmark,2,1,Nordic Championship,Helsinki,Finland,False,H,Sunday,October,1952
France,Germany,3,1,Friendly,Colombes,France,False,H,Sunday,October,1952
Norway,Sweden,1,2,Nordic Championship,Oslo,Norway,False,A,Sunday,October,1952
Wales,Scotland,1,2,British Championship,Cardiff,Wales,False,A,Saturday,October,1952
Austria,France,1,2,Friendly,Vienna,Austria,False,A,Sunday,October,1952
Belgium,Netherlands,2,1,Friendly,Antwerp,Belgium,False,H,Sunday,October,1952
Denmark,Norway,1,3,Nordic Championship,Copenhagen,Denmark,False,A,Sunday,October,1952
Hungary,Czechoslovakia,5,0,Friendly,Budapest,Hungary,False,H,Sunday,October,1952
Romania,German DR,3,1,Friendly,Bucharest,Romania,False,H,Sunday,October,1952
Sweden,Italy,1,1,Friendly,Solna,Sweden,False,D,Sunday,October,1952
Yugoslavia,Egypt,5,0,Friendly,Belgrade,Yugoslavia,False,H,Sunday,November,1952
Scotland,Northern Ireland,1,1,British Championship,Glasgow,Scotland,False,D,Wednesday,November,1952
Germany,Switzerland,5,1,Friendly,Augsburg,Germany,False,H,Sunday,November,1952
France,Northern Ireland,3,1,Friendly,Colombes,France,False,H,Tuesday,November,1952
England,Wales,5,2,British Championship,London,England,False,H,Wednesday,November,1952
Republic of Ireland,France,1,1,Friendly,Dublin,Republic of Ireland,False,D,Sunday,November,1952
Portugal,Austria,1,1,Friendly,Porto,Portugal,False,D,Sunday,November,1952
England,Belgium,5,0,Friendly,London,England,False,H,Wednesday,November,1952
Albania,Czechoslovakia,3,2,Friendly,Tirana,Albania,False,H,Saturday,November,1952
Spain,Argentina,0,1,Friendly,Madrid,Spain,False,A,Sunday,December,1952
Portugal,Argentina,1,3,Friendly,Oeiras,Portugal,False,A,Sunday,December,1952
Germany,Yugoslavia,3,2,Friendly,Ludwigshafen,Germany,False,H,Sunday,December,1952
France,Belgium,0,1,Friendly,Colombes,France,False,A,Thursday,December,1952
Italy,Switzerland,2,0,International Cup,Palermo,Italy,False,H,Sunday,December,1952
Spain,Germany,2,2,Friendly,Madrid,Spain,False,D,Sunday,December,1952
Egypt,Yugoslavia,1,3,Friendly,Cairo,Egypt,False,A,Friday,January,1953
Gambia,Sierra Leone,2,1,Friendly,Banjul,Gambia,False,H,Monday,February,1953
Peru,Bolivia,0,1,Copa América,Lima,Peru,False,A,Sunday,February,1953
Bolivia,Uruguay,0,2,Copa América,Lima,Peru,True,A,Wednesday,February,1953
Chile,Paraguay,0,3,Copa América,Lima,Peru,True,A,Wednesday,February,1953
Peru,Ecuador,1,0,Copa América,Lima,Peru,False,H,Saturday,February,1953
Bolivia,Brazil,1,8,Copa América,Lima,Peru,True,A,Sunday,March,1953
Chile,Uruguay,3,2,Copa América,Lima,Peru,True,H,Sunday,March,1953
Ecuador,Paraguay,0,0,Copa América,Lima,Peru,True,D,Wednesday,March,1953
Peru,Chile,0,0,Copa América,Lima,Peru,False,D,Wednesday,March,1953
Netherlands,Denmark,1,2,Friendly,Rotterdam,Netherlands,False,A,Saturday,March,1953
Bolivia,Ecuador,1,1,Copa América,Lima,Peru,True,D,Sunday,March,1953
Costa Rica,El Salvador,5,1,CCCF Championship,San José,Costa Rica,False,H,Sunday,March,1953
Honduras,Nicaragua,2,1,CCCF Championship,San José,Costa Rica,True,H,Sunday,March,1953
Peru,Paraguay,2,2,Copa América,Lima,Peru,False,D,Sunday,March,1953
Guatemala,Curaçao,1,1,CCCF Championship,San José,Costa Rica,True,D,Monday,March,1953
Costa Rica,Panama,3,0,CCCF Championship,San José,Costa Rica,False,H,Tuesday,March,1953
El Salvador,Nicaragua,4,1,CCCF Championship,San José,Costa Rica,True,H,Tuesday,March,1953
Curaçao,Nicaragua,8,0,CCCF Championship,San José,Costa Rica,True,H,Wednesday,March,1953
Guatemala,Honduras,1,0,CCCF Championship,San José,Costa Rica,True,H,Wednesday,March,1953
Brazil,Ecuador,2,0,Copa América,Lima,Peru,True,H,Thursday,March,1953
Panama,Curaçao,2,4,CCCF Championship,San José,Costa Rica,True,A,Thursday,March,1953
Paraguay,Uruguay,2,2,Copa América,Lima,Peru,True,D,Thursday,March,1953
Costa Rica,Honduras,4,1,CCCF Championship,San José,Costa Rica,False,H,Friday,March,1953
Guatemala,El Salvador,3,2,CCCF Championship,San José,Costa Rica,True,H,Friday,March,1953
Panama,Nicaragua,0,2,CCCF Championship,San José,Costa Rica,True,A,Saturday,March,1953
Brazil,Uruguay,1,0,Copa América,Lima,Peru,True,H,Sunday,March,1953
Costa Rica,Curaçao,1,0,CCCF Championship,San José,Costa Rica,False,H,Sunday,March,1953
El Salvador,Honduras,0,3,CCCF Championship,San José,Costa Rica,True,A,Sunday,March,1953
Bolivia,Paraguay,1,2,Copa América,Lima,Peru,True,A,Monday,March,1953
Costa Rica,Nicaragua,3,0,CCCF Championship,San José,Costa Rica,False,H,Tuesday,March,1953
Panama,Guatemala,2,2,CCCF Championship,San José,Costa Rica,True,D,Tuesday,March,1953
Chile,Ecuador,3,0,Copa América,Lima,Peru,True,H,Thursday,March,1953
Curaçao,Honduras,3,4,CCCF Championship,San José,Costa Rica,True,A,Thursday,March,1953
El Salvador,Panama,2,1,CCCF Championship,San José,Costa Rica,True,H,Thursday,March,1953
Guatemala,Nicaragua,1,0,CCCF Championship,San José,Costa Rica,True,H,Thursday,March,1953
Peru,Brazil,1,0,Copa América,Lima,Peru,False,H,Thursday,March,1953
Spain,Belgium,3,1,Friendly,Barcelona,Spain,False,H,Thursday,March,1953
Costa Rica,Guatemala,3,0,CCCF Championship,San José,Costa Rica,False,H,Saturday,March,1953
