,home_team,away_team,home_score,away_score,tournament,country,neutral,outcome,year,continent
46,Wales,England,1.0,3.0,British Championship,Wales,False,Away,1886,Europe
47,Scotland,Wales,4.0,1.0,British Championship,Scotland,False,Home,1886,Europe
48,USA,Canada,3.0,2.0,Friendly,USA,False,Home,1886,America
49,England,Northern Ireland,7.0,0.0,British Championship,England,False,Home,1887,Europe
50,Scotland,Northern Ireland,4.0,1.0,British Championship,Scotland,False,Home,1887,Europe
51,England,Wales,4.0,0.0,British Championship,England,False,Home,1887,Europe
52,Northern Ireland,Wales,4.0,1.0,British Championship,Republic of Ireland,False,Home,1887,Europe
53,England,Scotland,2.0,3.0,British Championship,England,False,Away,1887,Europe
54,Wales,Scotland,0.0,2.0,British Championship,Wales,False,Away,1887,Europe
55,England,Wales,5.0,1.0,British Championship,England,False,Home,1888,Europe
56,Wales,Northern Ireland,11.0,0.0,British Championship,Wales,False,Home,1888,Europe
57,Scotland,Wales,5.0,1.0,British Championship,Scotland,False,Home,1888,Europe
58,Scotland,England,0.0,5.0,British Championship,Scotland,False,Away,1888,Europe
59,Northern Ireland,Scotland,2.0,10.0,British Championship,Republic of Ireland,False,Away,1888,Europe
60,Northern Ireland,England,1.0,5.0,British Championship,Republic of Ireland,False,Away,1888,Europe
61,Scotland,Canada,4.0,0.0,Friendly,Scotland,False,Home,1888,Europe
62,England,Wales,4.0,1.0,British Championship,England,False,Home,1889,Europe
63,England,Northern Ireland,6.0,1.0,British Championship,England,False,Home,1889,Europe
64,Scotland,Northern Ireland,7.0,0.0,British Championship,Scotland,False,Home,1889,Europe
65,England,Scotland,2.0,3.0,British Championship,England,False,Away,1889,Europe
66,Wales,Scotland,0.0,0.0,British Championship,Wales,False,Draw,1889,Europe
67,Northern Ireland,Wales,1.0,3.0,British Championship,Republic of Ireland,False,Away,1889,Europe
68,Wales,Northern Ireland,5.0,2.0,British Championship,England,True,Home,1890,Europe
69,Northern Ireland,England,1.0,9.0,British Championship,Republic of Ireland,False,Away,1890,Europe
70,Wales,England,1.0,3.0,British Championship,Wales,False,Away,1890,Europe
71,Scotland,Wales,5.0,0.0,British Championship,Scotland,False,Home,1890,Europe
72,Northern Ireland,Scotland,1.0,4.0,British Championship,Republic of Ireland,False,Away,1890,Europe
73,Scotland,England,1.0,1.0,British Championship,Scotland,False,Draw,1890,Europe
74,Northern Ireland,Wales,7.0,2.0,British Championship,Republic of Ireland,False,Home,1891,Europe
75,England,Wales,4.0,1.0,British Championship,England,False,Home,1891,Europe
76,England,Northern Ireland,6.0,1.0,British Championship,England,False,Home,1891,Europe
77,Wales,Scotland,3.0,4.0,British Championship,Wales,False,Away,1891,Europe
78,Scotland,Northern Ireland,2.0,1.0,British Championship,Scotland,False,Home,1891,Europe
79,England,Scotland,2.0,1.0,British Championship,England,False,Home,1891,Europe
80,Wales,Northern Ireland,1.0,1.0,British Championship,Wales,False,Draw,1892,Europe
81,Northern Ireland,England,0.0,2.0,British Championship,Republic of Ireland,False,Away,1892,Europe
82,Wales,England,0.0,2.0,British Championship,Wales,False,Away,1892,Europe
83,Northern Ireland,Scotland,2.0,3.0,British Championship,Republic of Ireland,False,Away,1892,Europe
84,Scotland,Wales,6.0,1.0,British Championship,Scotland,False,Home,1892,Europe
85,Scotland,England,1.0,4.0,British Championship,Scotland,False,Away,1892,Europe
86,England,Northern Ireland,6.0,1.0,British Championship,England,False,Home,1893,Europe
87,England,Wales,6.0,0.0,British Championship,England,False,Home,1893,Europe
88,Wales,Scotland,0.0,8.0,British Championship,Wales,False,Away,1893,Europe
89,Scotland,Northern Ireland,6.0,1.0,British Championship,Scotland,False,Home,1893,Europe
90,England,Scotland,5.0,2.0,British Championship,England,False,Home,1893,Europe
91,Wales,Northern Ireland,4.0,1.0,British Championship,Wales,False,Home,1894,Europe
92,Northern Ireland,England,2.0,2.0,British Championship,Republic of Ireland,False,Draw,1894,Europe
93,Wales,England,1.0,5.0,British Championship,Wales,False,Away,1894,Europe
94,Scotland,Wales,5.0,2.0,British Championship,Scotland,False,Home,1894,Europe
95,Northern Ireland,Scotland,1.0,2.0,British Championship,Republic of Ireland,False,Away,1894,Europe
96,Scotland,England,2.0,2.0,British Championship,Scotland,False,Draw,1894,Europe
97,England,Northern Ireland,9.0,0.0,British Championship,England,False,Home,1895,Europe
98,Northern Ireland,Wales,2.0,2.0,British Championship,Republic of Ireland,False,Draw,1895,Europe
99,England,Wales,1.0,1.0,British Championship,England,False,Draw,1895,Europe
100,Wales,Scotland,2.0,2.0,British Championship,Wales,False,Draw,1895,Europe
101,Scotland,Northern Ireland,3.0,1.0,British Championship,Scotland,False,Home,1895,Europe
102,England,Scotland,3.0,0.0,British Championship,England,False,Home,1895,Europe
103,Wales,Northern Ireland,6.0,1.0,British Championship,Wales,False,Home,1896,Europe
104,Northern Ireland,England,0.0,2.0,British Championship,Republic of Ireland,False,Away,1896,Europe
105,Wales,England,1.0,9.0,British Championship,Wales,False,Away,1896,Europe
106,Scotland,Wales,4.0,0.0,British Championship,Scotland,False,Home,1896,Europe
107,Northern Ireland,Scotland,3.0,3.0,British Championship,Republic of Ireland,False,Draw,1896,Europe
108,Scotland,England,2.0,1.0,British Championship,Scotland,False,Home,1896,Europe
109,England,Northern Ireland,6.0,0.0,British Championship,England,False,Home,1897,Europe
110,Northern Ireland,Wales,4.0,3.0,British Championship,Republic of Ireland,False,Home,1897,Europe
111,Wales,Scotland,2.0,2.0,British Championship,Wales,False,Draw,1897,Europe
112,Scotland,Northern Ireland,5.0,1.0,British Championship,Scotland,False,Home,1897,Europe
113,England,Wales,4.0,0.0,British Championship,England,False,Home,1897,Europe
114,England,Scotland,1.0,2.0,British Championship,England,False,Away,1897,Europe
115,Wales,Northern Ireland,0.0,1.0,British Championship,Wales,False,Away,1898,Europe
116,Northern Ireland,England,2.0,3.0,British Championship,Republic of Ireland,False,Away,1898,Europe
117,Scotland,Wales,5.0,2.0,British Championship,Scotland,False,Home,1898,Europe
118,Northern Ireland,Scotland,0.0,3.0,British Championship,Republic of Ireland,False,Away,1898,Europe
119,Wales,England,0.0,3.0,British Championship,Wales,False,Away,1898,Europe
120,Scotland,England,1.0,3.0,British Championship,Scotland,False,Away,1898,Europe
121,England,Northern Ireland,13.0,2.0,British Championship,England,False,Home,1899,Europe
122,Northern Ireland,Wales,1.0,0.0,British Championship,Republic of Ireland,False,Home,1899,Europe
123,Wales,Scotland,0.0,6.0,British Championship,Wales,False,Away,1899,Europe
124,England,Wales,4.0,0.0,British Championship,England,False,Home,1899,Europe
125,Scotland,Northern Ireland,9.0,1.0,British Championship,Scotland,False,Home,1899,Europe
126,England,Scotland,2.0,1.0,British Championship,England,False,Home,1899,Europe
127,Scotland,Wales,5.0,2.0,British Championship,Scotland,False,Home,1900,Europe
128,Wales,Northern Ireland,2.0,0.0,British Championship,Wales,False,Home,1900,Europe
129,Northern Ireland,Scotland,0.0,3.0,British Championship,Republic of Ireland,False,Away,1900,Europe
130,Northern Ireland,England,0.0,2.0,British Championship,Republic of Ireland,False,Away,1900,Europe
131,Wales,England,1.0,1.0,British Championship,Wales,False,Draw,1900,Europe
132,Scotland,England,4.0,1.0,British Championship,Scotland,False,Home,1900,Europe
133,Scotland,Northern Ireland,11.0,0.0,British Championship,Scotland,False,Home,1901,Europe
134,Wales,Scotland,1.0,1.0,British Championship,Wales,False,Draw,1901,Europe
135,England,Northern Ireland,3.0,0.0,British Championship,England,False,Home,1901,Europe
136,England,Wales,6.0,0.0,British Championship,England,False,Home,1901,Europe
137,Northern Ireland,Wales,0.0,1.0,British Championship,Republic of Ireland,False,Away,1901,Europe
138,England,Scotland,2.0,2.0,British Championship,England,False,Draw,1901,Europe
139,Wales,Northern Ireland,0.0,3.0,British Championship,Wales,False,Away,1902,Europe
140,Northern Ireland,Scotland,1.0,5.0,British Championship,Republic of Ireland,False,Away,1902,Europe
141,Wales,England,0.0,0.0,British Championship,Wales,False,Draw,1902,Europe
142,Scotland,Wales,5.0,1.0,British Championship,Scotland,False,Home,1902,Europe
143,Northern Ireland,England,0.0,1.0,British Championship,Republic of Ireland,False,Away,1902,Europe
144,England,Scotland,2.0,2.0,British Championship,England,False,Draw,1902,Europe
145,Uruguay,Argentina,0.0,6.0,Friendly,Uruguay,False,Away,1902,America
146,Austria,Hungary,5.0,0.0,Friendly,Austria,False,Home,1902,Europe
147,England,Northern Ireland,4.0,0.0,British Championship,England,False,Home,1903,Europe
148,England,Wales,2.0,1.0,British Championship,England,False,Home,1903,Europe
149,Wales,Scotland,0.0,1.0,British Championship,Wales,False,Away,1903,Europe
150,Scotland,Northern Ireland,0.0,2.0,British Championship,Scotland,False,Away,1903,Europe
151,Northern Ireland,Wales,2.0,0.0,British Championship,Republic of Ireland,False,Home,1903,Europe
152,England,Scotland,1.0,2.0,British Championship,England,False,Away,1903,Europe
153,Hungary,Czechoslovakia,2.0,1.0,Friendly,Hungary,False,Home,1903,Europe
154,Hungary,Austria,3.0,2.0,Friendly,Hungary,False,Home,1903,Europe
155,Argentina,Uruguay,2.0,3.0,Friendly,Argentina,False,Away,1903,America
156,Austria,Hungary,4.0,2.0,Friendly,Austria,False,Home,1903,Europe
157,Wales,England,2.0,2.0,British Championship,Wales,False,Draw,1904,Europe
158,Northern Ireland,England,1.0,3.0,British Championship,Republic of Ireland,False,Away,1904,Europe
159,Scotland,Wales,1.0,1.0,British Championship,Scotland,False,Draw,1904,Europe
160,Wales,Northern Ireland,0.0,1.0,British Championship,Wales,False,Away,1904,Europe
161,Northern Ireland,Scotland,1.0,1.0,British Championship,Republic of Ireland,False,Draw,1904,Europe
162,Scotland,England,0.0,1.0,British Championship,Scotland,False,Away,1904,Europe
163,Belgium,France,3.0,3.0,Friendly,Belgium,False,Draw,1904,Europe
164,Hungary,Austria,3.0,0.0,Friendly,Hungary,False,Home,1904,Europe
165,Austria,Hungary,5.0,4.0,Friendly,Austria,False,Home,1904,Europe
166,France,Switzerland,1.0,0.0,Friendly,France,False,Home,1905,Europe
167,England,Northern Ireland,1.0,1.0,British Championship,England,False,Draw,1905,Europe
168,Wales,Scotland,3.0,1.0,British Championship,Wales,False,Home,1905,Europe
169,Scotland,Northern Ireland,4.0,0.0,British Championship,Scotland,False,Home,1905,Europe
170,England,Wales,3.0,1.0,British Championship,England,False,Home,1905,Europe
171,England,Scotland,1.0,0.0,British Championship,England,False,Home,1905,Europe
172,Northern Ireland,Wales,2.0,2.0,British Championship,Republic of Ireland,False,Draw,1905,Europe
173,Hungary,Austria,0.0,0.0,Friendly,Hungary,False,Draw,1905,Europe
174,Belgium,Netherlands,1.0,4.0,Friendly,Belgium,False,Away,1905,Europe
175,Belgium,France,7.0,0.0,Friendly,Belgium,False,Home,1905,Europe
176,Netherlands,Belgium,4.0,0.0,Friendly,Netherlands,False,Home,1905,Europe
177,Argentina,Uruguay,0.0,0.0,Copa Lipton,Argentina,False,Draw,1905,America
178,Northern Ireland,England,0.0,5.0,British Championship,Republic of Ireland,False,Away,1906,Europe
179,Scotland,Wales,0.0,2.0,British Championship,Scotland,False,Away,1906,Europe
180,Northern Ireland,Scotland,0.0,1.0,British Championship,Republic of Ireland,False,Away,1906,Europe
181,Wales,England,0.0,1.0,British Championship,Wales,False,Away,1906,Europe
182,Hungary,Czechoslovakia,1.0,1.0,Friendly,Hungary,False,Draw,1906,Europe
183,Wales,Northern Ireland,4.0,4.0,British Championship,Wales,False,Draw,1906,Europe
184,Scotland,England,2.0,1.0,British Championship,Scotland,False,Home,1906,Europe
185,France,Belgium,0.0,5.0,Friendly,France,False,Away,1906,Europe
186,Belgium,Netherlands,5.0,0.0,Friendly,Belgium,False,Home,1906,Europe
187,Netherlands,Belgium,2.0,3.0,Friendly,Netherlands,False,Away,1906,Europe
188,Uruguay,Argentina,0.0,2.0,Copa Lipton,Uruguay,False,Away,1906,America
189,Czechoslovakia,Hungary,4.0,4.0,Friendly,Bohemia,False,Draw,1906,Europe
190,Argentina,Uruguay,2.0,1.0,Copa Newton,Argentina,False,Home,1906,America
191,Hungary,Austria,3.0,1.0,Friendly,Hungary,False,Home,1906,Europe
192,England,Northern Ireland,1.0,0.0,British Championship,England,False,Home,1907,Europe
193,Northern Ireland,Wales,2.0,3.0,British Championship,Republic of Ireland,False,Away,1907,Europe
194,Wales,Scotland,1.0,0.0,British Championship,Wales,False,Home,1907,Europe
195,Scotland,Northern Ireland,3.0,0.0,British Championship,Scotland,False,Home,1907,Europe
196,England,Wales,1.0,1.0,British Championship,England,False,Draw,1907,Europe
197,England,Scotland,1.0,1.0,British Championship,England,False,Draw,1907,Europe
198,Hungary,Czechoslovakia,5.0,2.0,Friendly,Hungary,False,Home,1907,Europe
199,Belgium,Netherlands,1.0,3.0,Friendly,Belgium,False,Away,1907,Europe
200,Belgium,France,1.0,2.0,Friendly,Belgium,False,Away,1907,Europe
201,Austria,Hungary,3.0,1.0,Friendly,Austria,False,Home,1907,Europe
202,Netherlands,Belgium,1.0,2.0,Friendly,Netherlands,False,Away,1907,Europe
203,Czechoslovakia,Hungary,5.0,3.0,Friendly,Bohemia,False,Home,1907,Europe
204,Hungary,Austria,4.0,1.0,Friendly,Hungary,False,Home,1907,Europe
205,Northern Ireland,England,1.0,3.0,British Championship,Republic of Ireland,False,Away,1908,Europe
206,Scotland,Wales,2.0,1.0,British Championship,Scotland,False,Home,1908,Europe
207,Switzerland,France,1.0,2.0,Friendly,Switzerland,False,Away,1908,Europe
208,Northern Ireland,Scotland,0.0,5.0,British Championship,Republic of Ireland,False,Away,1908,Europe
209,Wales,England,1.0,7.0,British Championship,Wales,False,Away,1908,Europe
210,Belgium,Netherlands,1.0,4.0,Friendly,Belgium,False,Away,1908,Europe
211,Scotland,England,1.0,1.0,British Championship,Scotland,False,Draw,1908,Europe
212,Hungary,Czechoslovakia,5.0,2.0,Friendly,Hungary,False,Home,1908,Europe
213,Switzerland,Germany,5.0,3.0,Friendly,Switzerland,False,Home,1908,Europe
214,Wales,Northern Ireland,0.0,1.0,British Championship,Wales,False,Away,1908,Europe
215,France,Belgium,1.0,2.0,Friendly,France,False,Away,1908,Europe
216,Netherlands,Belgium,3.0,1.0,Friendly,Netherlands,False,Home,1908,Europe
217,Austria,Hungary,4.0,0.0,Friendly,Austria,False,Home,1908,Europe
218,Netherlands,France,4.0,1.0,Friendly,Netherlands,False,Home,1908,Europe
219,Austria,England,1.0,6.0,Friendly,Austria,False,Away,1908,Europe
220,Austria,Germany,3.0,2.0,Friendly,Austria,False,Home,1908,Europe
221,Austria,England,1.0,11.0,Friendly,Austria,False,Away,1908,Europe
222,Hungary,England,0.0,7.0,Friendly,Hungary,False,Away,1908,Europe
223,Czechoslovakia,England,0.0,4.0,Friendly,Bohemia,False,Away,1908,Europe
224,Sweden,Norway,11.0,3.0,Friendly,Sweden,False,Home,1908,Europe
225,Uruguay,Argentina,2.0,2.0,Copa Lipton,Uruguay,False,Draw,1908,America
226,Argentina,Uruguay,2.0,1.0,Copa Newton,Argentina,False,Home,1908,America
227,Argentina,Uruguay,0.0,1.0,Copa Premio Honor Argentino,Argentina,False,Away,1908,America
228,Netherlands,Sweden,5.0,3.0,Friendly,Netherlands,False,Home,1908,Europe
229,Belgium,Sweden,2.0,1.0,Friendly,Belgium,False,Home,1908,Europe
230,Hungary,Austria,5.0,3.0,Friendly,Hungary,False,Home,1908,Europe
231,England,Northern Ireland,4.0,0.0,British Championship,England,False,Home,1909,Europe
232,Wales,Scotland,3.0,2.0,British Championship,Wales,False,Home,1909,Europe
233,England,Wales,2.0,0.0,British Championship,England,False,Home,1909,Europe
234,Scotland,Northern Ireland,5.0,0.0,British Championship,Scotland,False,Home,1909,Europe
235,Northern Ireland,Wales,2.0,3.0,British Championship,Republic of Ireland,False,Away,1909,Europe
236,Belgium,Netherlands,1.0,4.0,Friendly,Belgium,False,Away,1909,Europe
237,England,Scotland,2.0,0.0,British Championship,England,False,Home,1909,Europe
238,Germany,Switzerland,1.0,0.0,Friendly,Germany,False,Home,1909,Europe
239,Hungary,Germany,3.0,3.0,Friendly,Hungary,False,Draw,1909,Europe
240,Netherlands,Belgium,4.0,1.0,Friendly,Netherlands,False,Home,1909,Europe
241,Austria,Hungary,3.0,4.0,Friendly,Austria,False,Away,1909,Europe
242,Belgium,France,5.0,2.0,Friendly,Belgium,False,Home,1909,Europe
243,Hungary,England,2.0,4.0,Friendly,Hungary,False,Away,1909,Europe
244,Hungary,Austria,1.0,1.0,Friendly,Hungary,False,Draw,1909,Europe
245,Hungary,England,2.0,8.0,Friendly,Hungary,False,Away,1909,Europe
246,Austria,England,1.0,8.0,Friendly,Austria,False,Away,1909,Europe
247,Argentina,Uruguay,2.0,1.0,Copa Lipton,Argentina,False,Home,1909,America
248,Uruguay,Argentina,2.0,2.0,Copa Newton,Uruguay,False,Draw,1909,America
249,Argentina,Uruguay,3.0,1.0,Copa Premio Honor Argentino,Argentina,False,Home,1909,America
250,Hungary,Austria,2.0,2.0,Friendly,Hungary,False,Draw,1909,Europe
251,Northern Ireland,England,1.0,1.0,British Championship,Republic of Ireland,False,Draw,1910,Europe
252,Scotland,Wales,1.0,0.0,British Championship,Scotland,False,Home,1910,Europe
253,Belgium,Netherlands,3.0,2.0,Friendly,Belgium,False,Home,1910,Europe
254,Wales,England,0.0,1.0,British Championship,Wales,False,Away,1910,Europe
255,Northern Ireland,Scotland,1.0,0.0,British Championship,Republic of Ireland,False,Home,1910,Europe
256,Scotland,England,2.0,0.0,British Championship,Scotland,False,Home,1910,Europe
257,France,Belgium,0.0,4.0,Friendly,France,False,Away,1910,Europe
258,Switzerland,Germany,2.0,3.0,Friendly,Switzerland,False,Away,1910,Europe
259,Netherlands,Belgium,7.0,0.0,Friendly,Netherlands,False,Home,1910,Europe
260,Wales,Northern Ireland,4.0,1.0,British Championship,Wales,False,Home,1910,Europe
261,Netherlands,Germany,4.0,2.0,Friendly,Netherlands,False,Home,1910,Europe
262,Austria,Hungary,2.0,1.0,Friendly,Austria,False,Home,1910,Europe
263,Italy,France,6.0,2.0,Friendly,Italy,False,Home,1910,Europe
264,Germany,Belgium,0.0,3.0,Friendly,Germany,False,Away,1910,Europe
265,Hungary,Italy,6.0,1.0,Friendly,Hungary,False,Home,1910,Europe
266,Argentina,Chile,3.0,1.0,Friendly,Argentina,False,Home,1910,America
267,Chile,Uruguay,0.0,3.0,Friendly,Argentina,True,Away,1910,America
268,Argentina,Chile,5.0,1.0,Friendly,Argentina,False,Home,1910,America
269,Argentina,Uruguay,4.0,1.0,Friendly,Argentina,False,Home,1910,America
270,Uruguay,Argentina,3.0,1.0,Copa Lipton,Uruguay,False,Home,1910,America
271,Chile,Argentina,0.0,3.0,Friendly,Chile,False,Away,1910,America
272,Norway,Sweden,0.0,4.0,Friendly,Norway,False,Away,1910,Europe
273,Germany,Netherlands,1.0,2.0,Friendly,Germany,False,Away,1910,Europe
274,Hungary,Austria,3.0,0.0,Friendly,Hungary,False,Home,1910,Europe
275,Argentina,Uruguay,1.0,1.0,Copa Premio Honor Argentino,Argentina,False,Draw,1910,America
276,Argentina,Uruguay,2.0,6.0,Copa Premio Honor Argentino,Argentina,False,Away,1910,America
277,France,Hungary,0.0,3.0,Friendly,France,False,Away,1911,Europe
278,Italy,Hungary,0.0,1.0,Friendly,Italy,False,Away,1911,Europe
279,Switzerland,Hungary,2.0,0.0,Friendly,Switzerland,False,Home,1911,Europe
280,Northern Ireland,Wales,1.0,2.0,British Championship,Republic of Ireland,False,Away,1911,Europe
281,England,Northern Ireland,2.0,1.0,British Championship,England,False,Home,1911,Europe
282,Wales,Scotland,2.0,2.0,British Championship,Wales,False,Draw,1911,Europe
283,England,Wales,3.0,0.0,British Championship,England,False,Home,1911,Europe
284,Scotland,Northern Ireland,2.0,0.0,British Championship,Scotland,False,Home,1911,Europe
285,Belgium,Netherlands,1.0,5.0,Friendly,Belgium,False,Away,1911,Europe
286,Germany,Switzerland,6.0,2.0,Friendly,Germany,False,Home,1911,Europe
287,England,Scotland,1.0,1.0,British Championship,England,False,Draw,1911,Europe
288,Netherlands,Belgium,3.0,1.0,Friendly,Netherlands,False,Home,1911,Europe
289,France,Italy,2.0,2.0,Friendly,France,False,Draw,1911,Europe
290,Belgium,Germany,2.0,1.0,Friendly,Belgium,False,Home,1911,Europe
291,Switzerland,France,5.0,2.0,Friendly,Switzerland,False,Home,1911,Europe
292,Belgium,France,7.0,1.0,Friendly,Belgium,False,Home,1911,Europe
293,Austria,Hungary,3.0,1.0,Friendly,Austria,False,Home,1911,Europe
294,Italy,Switzerland,2.0,2.0,Friendly,Italy,False,Draw,1911,Europe
295,Switzerland,Italy,3.0,0.0,Friendly,Switzerland,False,Home,1911,Europe
296,Sweden,Germany,2.0,4.0,Friendly,Sweden,False,Away,1911,Europe
297,Argentina,Uruguay,0.0,2.0,Copa Lipton,Argentina,False,Away,1911,America
298,Sweden,Norway,4.0,1.0,Friendly,Sweden,False,Home,1911,Europe
299,Uruguay,Argentina,2.0,3.0,Copa Newton,Uruguay,False,Away,1911,America
300,Uruguay,Argentina,1.0,1.0,Copa Premio Honor Uruguayo,Uruguay,False,Draw,1911,America
301,Germany,Austria,1.0,2.0,Friendly,Germany,False,Away,1911,Europe
302,Argentina,Uruguay,2.0,0.0,Copa Premio Honor Argentino,Argentina,False,Home,1911,America
303,Finland,Sweden,2.0,5.0,Friendly,Finland,False,Away,1911,Europe
304,Germany,Sweden,1.0,3.0,Friendly,Germany,False,Away,1911,Europe
305,Hungary,Switzerland,9.0,0.0,Friendly,Hungary,False,Home,1911,Europe
306,Luxembourg,France,1.0,4.0,Friendly,Luxembourg,False,Away,1911,Europe
307,Uruguay,Argentina,3.0,0.0,Copa Premio Honor Uruguayo,Uruguay,False,Home,1911,America
308,Hungary,Austria,2.0,0.0,Friendly,Hungary,False,Home,1911,Europe
309,Germany,Hungary,1.0,4.0,Friendly,Germany,False,Away,1911,Europe
310,France,Belgium,1.0,1.0,Friendly,France,False,Draw,1912,Europe
311,Northern Ireland,England,1.0,6.0,British Championship,Republic of Ireland,False,Away,1912,Europe
312,France,Catalonia,7.0,0.0,Friendly,France,False,Home,1912,Europe
313,France,Switzerland,4.0,1.0,Friendly,France,False,Home,1912,Europe
314,Belgium,Switzerland,9.0,2.0,Friendly,Belgium,False,Home,1912,Europe
315,Scotland,Wales,1.0,0.0,British Championship,Scotland,False,Home,1912,Europe
316,Belgium,Netherlands,1.0,2.0,Friendly,Belgium,False,Away,1912,Europe
317,Wales,England,0.0,2.0,British Championship,Wales,False,Away,1912,Europe
318,Northern Ireland,Scotland,1.0,4.0,British Championship,Republic of Ireland,False,Away,1912,Europe
319,Italy,France,3.0,4.0,Friendly,Italy,False,Away,1912,Europe
320,Scotland,England,1.0,1.0,British Championship,Scotland,False,Draw,1912,Europe
321,Netherlands,Germany,5.0,5.0,Friendly,Netherlands,False,Draw,1912,Europe
322,Wales,Northern Ireland,2.0,3.0,British Championship,Wales,False,Away,1912,Europe
323,Hungary,Germany,4.0,4.0,Friendly,Hungary,False,Draw,1912,Europe
324,Netherlands,Belgium,4.0,3.0,Friendly,Netherlands,False,Home,1912,Europe
325,Austria,Hungary,1.0,1.0,Friendly,Austria,False,Draw,1912,Europe
326,Switzerland,Germany,1.0,2.0,Friendly,Switzerland,False,Away,1912,Europe
327,Norway,Sweden,1.0,2.0,Friendly,Norway,False,Away,1912,Europe
328,Sweden,Hungary,2.0,2.0,Friendly,Sweden,False,Draw,1912,Europe
329,Norway,Hungary,0.0,6.0,Friendly,Norway,False,Away,1912,Europe
330,Sweden,Finland,7.0,1.0,Friendly,Sweden,False,Home,1912,Europe
331,Austria,Italy,5.0,1.0,Friendly,Sweden,True,Home,1912,Europe
332,Austria,Norway,1.0,1.0,Friendly,Sweden,True,Draw,1912,Europe
333,Hungary,Austria,3.0,0.0,Friendly,Sweden,True,Home,1912,Europe
334,Norway,Russia,2.0,1.0,Friendly,Sweden,True,Home,1912,Europe
335,Netherlands,Austria,3.0,1.0,Friendly,Sweden,True,Home,1912,Europe
336,Russia,Hungary,0.0,9.0,Friendly,Russia,False,Away,1912,Europe
337,Russia,Hungary,0.0,12.0,Friendly,Russia,False,Away,1912,Europe
338,Uruguay,Argentina,2.0,0.0,Copa Lipton,Uruguay,False,Home,1912,America
339,Uruguay,Argentina,3.0,0.0,Copa Premio Honor Uruguayo,Uruguay,False,Home,1912,America
340,Argentina,Uruguay,0.0,1.0,Copa Premio Honor Argentino,Argentina,False,Away,1912,America
341,Argentina,Uruguay,3.0,3.0,Copa Newton,Argentina,False,Draw,1912,America
342,Denmark,Germany,3.0,1.0,Friendly,Denmark,False,Home,1912,Europe
343,Hungary,Austria,4.0,0.0,Friendly,Hungary,False,Home,1912,Europe
344,Sweden,Norway,4.0,2.0,Friendly,Sweden,False,Home,1912,Europe
345,Germany,Netherlands,2.0,3.0,Friendly,Germany,False,Away,1912,Europe
346,Uruguay,Argentina,1.0,3.0,Friendly,Uruguay,False,Away,1912,America
347,Catalonia,France,1.0,0.0,Friendly,Spain,False,Home,1912,Europe
348,Italy,Austria,1.0,3.0,Friendly,Italy,False,Away,1912,Europe
349,France,Italy,1.0,0.0,Friendly,France,False,Home,1913,Europe
350,Northern Ireland,Wales,0.0,1.0,British Championship,Republic of Ireland,False,Away,1913,Europe
351,Northern Ireland,England,2.0,1.0,British Championship,Republic of Ireland,False,Home,1913,Europe
352,Belgium,France,3.0,0.0,Friendly,Belgium,False,Home,1913,Europe
353,Wales,Scotland,0.0,0.0,British Championship,Wales,False,Draw,1913,Europe
354,Belgium,Netherlands,3.0,3.0,Friendly,Belgium,False,Draw,1913,Europe
355,Switzerland,France,1.0,4.0,Friendly,Switzerland,False,Away,1913,Europe
356,Northern Ireland,Scotland,1.0,2.0,British Championship,Republic of Ireland,False,Away,1913,Europe
357,England,Wales,4.0,3.0,British Championship,England,False,Home,1913,Europe
358,England,Scotland,1.0,0.0,British Championship,England,False,Home,1913,Europe
359,France,Luxembourg,8.0,0.0,Friendly,France,False,Home,1913,Europe
360,Netherlands,Belgium,2.0,4.0,Friendly,Netherlands,False,Away,1913,Europe
361,Austria,Hungary,1.0,4.0,Friendly,Austria,False,Away,1913,Europe
362,Italy,Belgium,1.0,0.0,Friendly,Italy,False,Home,1913,Europe
363,Russia,Sweden,1.0,4.0,Friendly,Russia,False,Away,1913,Europe
364,Switzerland,Belgium,1.0,2.0,Friendly,Switzerland,False,Away,1913,Europe
365,Germany,Switzerland,1.0,2.0,Friendly,Germany,False,Away,1913,Europe
366,Hungary,Sweden,2.0,0.0,Friendly,Hungary,False,Home,1913,Europe
367,Denmark,Sweden,8.0,0.0,Friendly,Denmark,False,Home,1913,Europe
368,Sweden,Norway,9.0,0.0,Friendly,Sweden,False,Home,1913,Europe
369,Argentina,Uruguay,1.0,1.0,Friendly,Argentina,False,Draw,1913,America
370,Austria,Italy,2.0,0.0,Friendly,Austria,False,Home,1913,Europe
371,Argentina,Uruguay,2.0,1.0,Friendly,Argentina,False,Home,1913,America
372,Argentina,Uruguay,4.0,0.0,Copa Lipton,Argentina,False,Home,1913,America
373,Argentina,Uruguay,2.0,0.0,Copa Premio Honor Argentino,Argentina,False,Home,1913,America
374,Russia,Norway,1.0,1.0,Friendly,Russia,False,Draw,1913,Europe
375,Chile,Argentina,0.0,2.0,Friendly,Chile,False,Away,1913,America
376,Sweden,Denmark,0.0,10.0,Friendly,Sweden,False,Away,1913,Europe
377,Uruguay,Argentina,1.0,0.0,Copa Premio Honor Uruguayo,Uruguay,False,Home,1913,America
378,Germany,Denmark,1.0,4.0,Friendly,Germany,False,Away,1913,Europe
379,Hungary,Austria,4.0,3.0,Friendly,Hungary,False,Home,1913,Europe
