,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,year,continent,total_score
31975,2019-11-18,Greece,Finland,2.0,1.0,UEFA Euro qualification,Athens,Greece,False,Home,2019,Europe,3.0
31976,2019-11-18,Jamaica,Guyana,1.0,1.0,CONCACAF Nations League,Montego Bay,Jamaica,False,Draw,2019,America,2.0
31977,2019-11-18,Aruba,Antigua and Barbuda,2.0,3.0,CONCACAF Nations League,Willemstad,Aruba,False,Away,2019,America,5.0
31978,2019-11-18,Nicaragua,Suriname,1.0,2.0,CONCACAF Nations League,Managua,Nicaragua,False,Away,2019,America,3.0
31979,2019-11-18,Dominica,St. Vincent / Grenadines,1.0,0.0,CONCACAF Nations League,Roseau,Dominica,False,Home,2019,America,1.0
31980,2019-11-18,Argentina,Uruguay,2.0,2.0,Friendly,Tel Aviv,Israel,True,Draw,2019,Europe,4.0
31981,2019-11-19,Burundi,Morocco,0.0,3.0,African Cup of Nations qualification,Bujumbura,Burundi,False,Away,2019,Africa,3.0
31982,2019-11-19,Mauritania,Central African Republic,2.0,0.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,Home,2019,Africa,2.0
31983,2019-11-19,Zambia,Zimbabwe,1.0,2.0,African Cup of Nations qualification,Lusaka,Zambia,False,Away,2019,Africa,3.0
31984,2019-11-19,Equatorial Guinea,Tunisia,0.0,1.0,African Cup of Nations qualification,Malabo,Equatorial Guinea,False,Away,2019,Africa,1.0
31985,2019-11-19,Libya,Tanzania,2.0,1.0,African Cup of Nations qualification,Monastir,Tunisia,True,Home,2019,Africa,3.0
31986,2019-11-19,Ethiopia,Côte d'Ivoire,2.0,1.0,African Cup of Nations qualification,Ethiopia,Ethiopia,False,Home,2019,Africa,3.0
31987,2019-11-19,Wales,Hungary,2.0,0.0,UEFA Euro qualification,Cardiff,Wales,False,Home,2019,Europe,2.0
31988,2019-11-19,Slovakia,Azerbaijan,2.0,0.0,UEFA Euro qualification,Trnava,Slovakia,False,Home,2019,Europe,2.0
31989,2019-11-19,North Macedonia,Israel,1.0,0.0,UEFA Euro qualification,Skopje,North Macedonia,False,Home,2019,Europe,1.0
31990,2019-11-19,Poland,Slovenia,3.0,2.0,UEFA Euro qualification,Warsaw,Poland,False,Home,2019,Europe,5.0
31991,2019-11-19,Latvia,Austria,1.0,0.0,UEFA Euro qualification,Riga,Latvia,False,Home,2019,Europe,1.0
31992,2019-11-19,Scotland,Kazakhstan,3.0,1.0,UEFA Euro qualification,Glasgow,Scotland,False,Home,2019,Europe,4.0
31993,2019-11-19,Cuba,USA,0.0,4.0,CONCACAF Nations League,George Town,Cayman Islands,True,Away,2019,America,4.0
31994,2019-11-19,Mexico,Bermuda,2.0,1.0,CONCACAF Nations League,Mexico City,Mexico,False,Home,2019,America,3.0
31995,2019-11-19,El Salvador,Dominican Republic,2.0,0.0,CONCACAF Nations League,San Salvador,El Salvador,False,Home,2019,America,2.0
31996,2019-11-19,St. Lucia,Montserrat,0.0,1.0,CONCACAF Nations League,Gros Islet,St. Lucia,False,Away,2019,America,1.0
31997,2019-11-19,Barbados,Cayman Islands,3.0,0.0,CONCACAF Nations League,Bridgetown,Barbados,False,Home,2019,America,3.0
31998,2019-11-19,Puerto Rico,Anguilla,3.0,0.0,CONCACAF Nations League,Bayamón,Puerto Rico,False,Home,2019,America,3.0
31999,2019-11-19,Brazil,Korea Republic,3.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,True,Home,2019,Asia,3.0
32000,2019-11-19,Croatia,Georgia,2.0,1.0,Friendly,Pula,Croatia,False,Home,2019,Europe,3.0
32001,2019-11-19,Ecuador,Colombia,0.0,1.0,Friendly,Harrison,USA,True,Away,2019,America,1.0
32002,2019-11-19,Montenegro,Belarus,2.0,0.0,Friendly,Podgorica,Montenegro,False,Home,2019,Europe,2.0
32003,2019-11-19,Saudi Arabia,Paraguay,0.0,0.0,Friendly,Riyadh,Saudi Arabia,False,Draw,2019,Asia,0.0
32004,2019-11-19,Maldives,Guam,3.0,1.0,FIFA World Cup qualification,Malé,Maldives,False,Home,2019,Asia,4.0
32005,2019-11-19,Syria,Philippines,1.0,0.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True,Home,2019,Asia,1.0
32006,2019-11-19,Nepal,Kuwait,0.0,1.0,FIFA World Cup qualification,Thimphu,Bhutan,True,Away,2019,Asia,1.0
32007,2019-11-19,Iraq,Bahrain,0.0,0.0,FIFA World Cup qualification,Amman,Jordan,True,Draw,2019,Asia,0.0
32008,2019-11-19,Hong Kong,Cambodia,2.0,0.0,FIFA World Cup qualification,Hong Kong,Hong Kong,False,Home,2019,Asia,2.0
32009,2019-11-19,Uzbekistan,Palestine,2.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,Home,2019,Asia,2.0
32010,2019-11-19,Yemen,Singapore,1.0,2.0,FIFA World Cup qualification,Muharraq,Bahrain,True,Away,2019,Asia,3.0
32011,2019-11-19,Afghanistan,Qatar,0.0,1.0,FIFA World Cup qualification,Dushanbe,Tajikistan,True,Away,2019,Asia,1.0
32012,2019-11-19,Oman,India,1.0,0.0,FIFA World Cup qualification,Muscat,Oman,False,Home,2019,Asia,1.0
32013,2019-11-19,Myanmar,Mongolia,1.0,0.0,FIFA World Cup qualification,Mandalay,Myanmar,False,Home,2019,Asia,1.0
32014,2019-11-19,Vietnam,Thailand,0.0,0.0,FIFA World Cup qualification,Hanoi,Vietnam,False,Draw,2019,Asia,0.0
32015,2019-11-19,Malaysia,Indonesia,2.0,0.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,Home,2019,Asia,2.0
32016,2019-11-19,Turkmenistan,Sri Lanka,2.0,0.0,FIFA World Cup qualification,Ashgabat,Turkmenistan,False,Home,2019,Asia,2.0
32017,2019-11-19,Lebanon,Korea DPR,0.0,0.0,FIFA World Cup qualification,Beirut,Lebanon,False,Draw,2019,Asia,0.0
32018,2019-11-26,Qatar,Iraq,1.0,2.0,Gulf Cup,Doha,Qatar,False,Away,2019,Asia,3.0
32019,2019-11-26,United Arab Emirates,Yemen,3.0,0.0,Gulf Cup,Doha,Qatar,True,Home,2019,Asia,3.0
32020,2019-11-27,Oman,Bahrain,0.0,0.0,Gulf Cup,Doha,Qatar,True,Draw,2019,Asia,0.0
32021,2019-11-27,Saudi Arabia,Kuwait,1.0,3.0,Gulf Cup,Doha,Qatar,True,Away,2019,Asia,4.0
32022,2019-11-29,United Arab Emirates,Iraq,0.0,2.0,Gulf Cup,Doha,Qatar,True,Away,2019,Asia,2.0
32023,2019-11-30,Kuwait,Oman,1.0,2.0,Gulf Cup,Doha,Qatar,True,Away,2019,Asia,3.0
32024,2019-11-30,Bahrain,Saudi Arabia,0.0,2.0,Gulf Cup,Doha,Qatar,True,Away,2019,Asia,2.0
32025,2019-12-02,Yemen,Iraq,0.0,0.0,Gulf Cup,Doha,Qatar,True,Draw,2019,Asia,0.0
32026,2019-12-02,Kuwait,Bahrain,2.0,4.0,Gulf Cup,Doha,Qatar,True,Away,2019,Asia,6.0
32027,2019-12-02,Oman,Saudi Arabia,1.0,3.0,Gulf Cup,Doha,Qatar,True,Away,2019,Asia,4.0
32028,2019-12-05,Iraq,Bahrain,2.0,2.0,Gulf Cup,Doha,Qatar,True,Draw,2019,Asia,4.0
32029,2019-12-05,Qatar,Saudi Arabia,0.0,1.0,Gulf Cup,Al Wakrah,Qatar,False,Away,2019,Asia,1.0
32030,2019-12-08,Bahrain,Saudi Arabia,1.0,0.0,Gulf Cup,Doha,Qatar,True,Home,2019,Asia,1.0
32031,2019-12-10,China PR,Japan,1.0,2.0,EAFF Championship,Busan,Korea Republic,True,Away,2019,Asia,3.0
32032,2019-12-11,Korea Republic,Hong Kong,2.0,0.0,EAFF Championship,Busan,Korea Republic,False,Home,2019,Asia,2.0
32033,2019-12-15,Korea Republic,China PR,1.0,0.0,EAFF Championship,Busan,Korea Republic,False,Home,2019,Asia,1.0
32034,2019-12-18,Hong Kong,China PR,0.0,2.0,EAFF Championship,Busan,Korea Republic,True,Away,2019,Asia,2.0
32035,2019-12-18,Korea Republic,Japan,1.0,0.0,EAFF Championship,Busan,Korea Republic,False,Home,2019,Asia,1.0
32036,2020-01-07,Barbados,Canada,1.0,4.0,Friendly,Irvine,USA,True,Away,2020,America,5.0
32037,2020-01-09,Moldova,Sweden,0.0,1.0,Friendly,Doha,Qatar,True,Away,2020,Asia,1.0
32038,2020-01-10,Barbados,Canada,1.0,4.0,Friendly,Irvine,USA,True,Away,2020,America,5.0
32039,2020-01-12,Kosovo,Sweden,0.0,1.0,Friendly,Doha,Qatar,True,Away,2020,Asia,1.0
32040,2020-01-15,Canada,Iceland,0.0,1.0,Friendly,Irvine,USA,True,Away,2020,America,1.0
32041,2020-01-19,El Salvador,Iceland,0.0,1.0,Friendly,Carson,USA,True,Away,2020,America,1.0
32042,2020-02-01,USA,Costa Rica,1.0,0.0,Friendly,Carson,USA,False,Home,2020,America,1.0
32043,2020-09-03,Germany,Spain,1.0,1.0,UEFA Nations League,Stuttgart,Germany,False,Draw,2020,Europe,2.0
32044,2020-09-03,Ukraine,Switzerland,2.0,1.0,UEFA Nations League,Lviv,Ukraine,False,Home,2020,Europe,3.0
32045,2020-09-03,Russia,Serbia,3.0,1.0,UEFA Nations League,Moscow,Russia,False,Home,2020,Europe,4.0
32046,2020-09-03,Turkey,Hungary,0.0,1.0,UEFA Nations League,Sivas,Turkey,False,Away,2020,Europe,1.0
32047,2020-09-03,Bulgaria,Republic of Ireland,1.0,1.0,UEFA Nations League,Sofia,Bulgaria,False,Draw,2020,Europe,2.0
32048,2020-09-03,Finland,Wales,0.0,1.0,UEFA Nations League,Helsinki,Finland,False,Away,2020,Europe,1.0
32049,2020-09-03,Moldova,Kosovo,1.0,1.0,UEFA Nations League,Parma,Italy,True,Draw,2020,Europe,2.0
32050,2020-09-03,Slovenia,Greece,0.0,0.0,UEFA Nations League,Ljubljana,Slovenia,False,Draw,2020,Europe,0.0
32051,2020-09-03,Latvia,Andorra,0.0,0.0,UEFA Nations League,Riga,Latvia,False,Draw,2020,Europe,0.0
32052,2020-09-03,Faroe Islands,Malta,3.0,2.0,UEFA Nations League,Tórshavn,Faroe Islands,False,Home,2020,Europe,5.0
32053,2020-09-04,Italy,Bosnia and Herzegovina,1.0,1.0,UEFA Nations League,Florence,Italy,False,Draw,2020,Europe,2.0
32054,2020-09-04,Netherlands,Poland,1.0,0.0,UEFA Nations League,Amsterdam,Netherlands,False,Home,2020,Europe,1.0
32055,2020-09-04,Norway,Austria,1.0,2.0,UEFA Nations League,Oslo,Norway,False,Away,2020,Europe,3.0
32056,2020-09-04,Romania,Northern Ireland,1.0,1.0,UEFA Nations League,Bucharest,Romania,False,Draw,2020,Europe,2.0
32057,2020-09-04,Scotland,Israel,1.0,1.0,UEFA Nations League,Glasgow,Scotland,False,Draw,2020,Europe,2.0
32058,2020-09-04,Slovakia,Czech Republic,1.0,3.0,UEFA Nations League,Bratislava,Slovakia,False,Away,2020,Europe,4.0
32059,2020-09-04,Lithuania,Kazakhstan,0.0,2.0,UEFA Nations League,Vilnius,Lithuania,False,Away,2020,Europe,2.0
32060,2020-09-04,Belarus,Albania,0.0,2.0,UEFA Nations League,Minsk,Belarus,False,Away,2020,Europe,2.0
32061,2020-09-05,Iceland,England,0.0,1.0,UEFA Nations League,Reykjavík,Iceland,False,Away,2020,Europe,1.0
32062,2020-09-05,Denmark,Belgium,0.0,2.0,UEFA Nations League,Copenhagen,Denmark,False,Away,2020,Europe,2.0
32063,2020-09-05,Sweden,France,0.0,1.0,UEFA Nations League,Stockholm,Sweden,False,Away,2020,Europe,1.0
32064,2020-09-05,Cyprus,Montenegro,0.0,2.0,UEFA Nations League,Nicosia,Cyprus,False,Away,2020,Europe,2.0
32065,2020-09-05,Azerbaijan,Luxembourg,1.0,2.0,UEFA Nations League,Baku,Azerbaijan,False,Away,2020,Europe,3.0
32066,2020-09-05,North Macedonia,Armenia,2.0,1.0,UEFA Nations League,Skopje,North Macedonia,False,Home,2020,Europe,3.0
32067,2020-09-05,Estonia,Georgia,0.0,1.0,UEFA Nations League,Tallinn,Estonia,False,Away,2020,Europe,1.0
32068,2020-09-05,Gibraltar,San Marino,1.0,0.0,UEFA Nations League,Gibraltar,Gibraltar,False,Home,2020,Europe,1.0
32069,2020-09-06,Switzerland,Germany,1.0,1.0,UEFA Nations League,Basel,Switzerland,False,Draw,2020,Europe,2.0
32070,2020-09-06,Hungary,Russia,2.0,3.0,UEFA Nations League,Budapest,Hungary,False,Away,2020,Europe,5.0
32071,2020-09-06,Serbia,Turkey,0.0,0.0,UEFA Nations League,Belgrade,Serbia,False,Draw,2020,Europe,0.0
32072,2020-09-06,Wales,Bulgaria,1.0,0.0,UEFA Nations League,Cardiff,Wales,False,Home,2020,Europe,1.0
32073,2020-09-06,Republic of Ireland,Finland,0.0,1.0,UEFA Nations League,Dublin,Republic of Ireland,False,Away,2020,Europe,1.0
32074,2020-09-06,Slovenia,Moldova,1.0,0.0,UEFA Nations League,Ljubljana,Slovenia,False,Home,2020,Europe,1.0
32075,2020-09-06,Kosovo,Greece,1.0,2.0,UEFA Nations League,Pristina,Kosovo,False,Away,2020,Europe,3.0
32076,2020-09-06,Andorra,Faroe Islands,0.0,1.0,UEFA Nations League,Andorra la Vella,Andorra,False,Away,2020,Europe,1.0
32077,2020-09-06,Malta,Latvia,1.0,1.0,UEFA Nations League,Attard,Malta,False,Draw,2020,Europe,2.0
32078,2020-09-07,Bosnia and Herzegovina,Poland,1.0,2.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,Away,2020,Europe,3.0
32079,2020-09-07,Netherlands,Italy,0.0,1.0,UEFA Nations League,Amsterdam,Netherlands,False,Away,2020,Europe,1.0
32080,2020-09-07,Austria,Romania,2.0,3.0,UEFA Nations League,Klagenfurt,Austria,False,Away,2020,Europe,5.0
32081,2020-09-07,Czech Republic,Scotland,1.0,2.0,UEFA Nations League,Olomouc,Czech Republic,False,Away,2020,Europe,3.0
32082,2020-09-07,Israel,Slovakia,1.0,1.0,UEFA Nations League,Netanya,Israel,False,Draw,2020,Europe,2.0
32083,2020-09-07,Kazakhstan,Belarus,1.0,2.0,UEFA Nations League,Almaty,Kazakhstan,False,Away,2020,Europe,3.0
32084,2020-09-07,Albania,Lithuania,0.0,1.0,UEFA Nations League,Tirana,Albania,False,Away,2020,Europe,1.0
32085,2020-09-08,Denmark,England,0.0,0.0,UEFA Nations League,Copenhagen,Denmark,False,Draw,2020,Europe,0.0
32086,2020-09-08,Sweden,Portugal,0.0,2.0,UEFA Nations League,Stockholm,Sweden,False,Away,2020,Europe,2.0
32087,2020-09-08,Luxembourg,Montenegro,0.0,1.0,UEFA Nations League,Luxembourg City,Luxembourg,False,Away,2020,Europe,1.0
32088,2020-09-08,Cyprus,Azerbaijan,0.0,1.0,UEFA Nations League,Nicosia,Cyprus,False,Away,2020,Europe,1.0
32089,2020-09-08,Armenia,Estonia,2.0,0.0,UEFA Nations League,Yerevan,Armenia,False,Home,2020,Europe,2.0
32090,2020-09-08,Georgia,North Macedonia,1.0,1.0,UEFA Nations League,Tbilisi,Georgia,False,Draw,2020,Europe,2.0
32091,2020-09-08,San Marino,Liechtenstein,0.0,2.0,UEFA Nations League,Rimini,Italy,True,Away,2020,Europe,2.0
32092,2020-10-06,Nicaragua,Guatemala,0.0,0.0,Friendly,Managua,Nicaragua,False,Draw,2020,America,0.0
32093,2020-10-07,Andorra,Cabo Verde,1.0,2.0,Friendly,Andorra la Vella,Andorra,False,Away,2020,Europe,3.0
32094,2020-10-07,Austria,Greece,2.0,1.0,Friendly,Klagenfurt,Austria,False,Home,2020,Europe,3.0
32095,2020-10-07,Cyprus,Czech Republic,1.0,2.0,Friendly,Larnaca,Cyprus,False,Away,2020,Europe,3.0
32096,2020-10-07,Estonia,Lithuania,1.0,3.0,Friendly,Tallinn,Estonia,False,Away,2020,Europe,4.0
32097,2020-10-07,Germany,Turkey,3.0,3.0,Friendly,Cologne,Germany,False,Draw,2020,Europe,6.0
32098,2020-10-07,Luxembourg,Liechtenstein,1.0,2.0,Friendly,Luxembourg City,Luxembourg,False,Away,2020,Europe,3.0
32099,2020-10-07,Malta,Gibraltar,2.0,0.0,Friendly,Ta'Qali,Malta,False,Home,2020,Europe,2.0
32100,2020-10-07,Montenegro,Latvia,1.0,1.0,Friendly,Podgorica,Montenegro,False,Draw,2020,Europe,2.0
32101,2020-10-07,Netherlands,Mexico,0.0,1.0,Friendly,Amsterdam,Netherlands,False,Away,2020,Europe,1.0
32102,2020-10-07,Portugal,Spain,0.0,0.0,Friendly,Lisbon,Portugal,False,Draw,2020,Europe,0.0
32103,2020-10-07,Switzerland,Croatia,1.0,2.0,Friendly,St Gallen,Switzerland,False,Away,2020,Europe,3.0
32104,2020-10-07,Zambia,Malawi,1.0,0.0,Friendly,Lusaka,Zambia,False,Home,2020,Africa,1.0
32105,2020-10-08,Belgium,Côte d'Ivoire,1.0,1.0,Friendly,Brussels,Belgium,False,Draw,2020,Europe,2.0
32106,2020-10-08,England,Wales,3.0,0.0,Friendly,London,England,False,Home,2020,Europe,3.0
32107,2020-10-08,Russia,Sweden,1.0,2.0,Friendly,Moscow,Russia,False,Away,2020,Europe,3.0
32108,2020-10-08,South Africa,Namibia,1.0,1.0,Friendly,Rustenberg,South Africa,False,Draw,2020,Africa,2.0
32109,2020-10-08,Uzbekistan,IR Iran,1.0,2.0,Friendly,Tashkent,Uzbekistan,False,Away,2020,Asia,3.0
32110,2020-10-08,Paraguay,Peru,2.0,2.0,FIFA World Cup qualification,Asunción,Paraguay,False,Draw,2020,America,4.0
32111,2020-10-08,Uruguay,Chile,2.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,Home,2020,America,3.0
32112,2020-10-08,Argentina,Ecuador,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,Home,2020,America,1.0
32113,2020-10-09,Burkina Faso,Congo DR,3.0,0.0,Friendly,Mohammedia,Morocco,True,Home,2020,Africa,3.0
32114,2020-10-09,Congo,Gambia,0.0,1.0,Friendly,Parchal,Portugal,True,Away,2020,Europe,1.0
32115,2020-10-09,Japan,Cameroon,0.0,0.0,Friendly,Utrecht,Netherlands,True,Draw,2020,Europe,0.0
32116,2020-10-09,Kenya,Zambia,2.0,1.0,Friendly,Nairobi,Kenya,False,Home,2020,Africa,3.0
32117,2020-10-09,Mali,Ghana,3.0,0.0,Friendly,Antalya,Turkey,True,Home,2020,Europe,3.0
32118,2020-10-09,Mauritania,Sierra Leone,2.0,1.0,Friendly,Nouakchott,Mauritania,False,Home,2020,Africa,3.0
32119,2020-10-09,Morocco,Senegal,3.0,1.0,Friendly,Rabat,Morocco,False,Home,2020,Africa,4.0
32120,2020-10-09,Nigeria,Algeria,0.0,1.0,Friendly,Klagenfurt,Austria,True,Away,2020,Europe,1.0
32121,2020-10-09,Tunisia,Sudan,3.0,0.0,Friendly,Radès,Tunisia,False,Home,2020,Africa,3.0
32122,2020-10-09,Colombia,Venezuela,3.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False,Home,2020,America,3.0
32123,2020-10-10,Spain,Switzerland,1.0,0.0,UEFA Nations League,Madrid,Spain,False,Home,2020,Europe,1.0
32124,2020-10-10,Ukraine,Germany,1.0,2.0,UEFA Nations League,Kiev,Ukraine,False,Away,2020,Europe,3.0
32125,2020-10-10,Luxembourg,Cyprus,2.0,0.0,UEFA Nations League,Luxembourg City,Luxembourg,False,Home,2020,Europe,2.0
32126,2020-10-10,Montenegro,Azerbaijan,2.0,0.0,UEFA Nations League,Podgorica,Montenegro,False,Home,2020,Europe,2.0
32127,2020-10-10,Faroe Islands,Latvia,1.0,1.0,UEFA Nations League,Tórshavn,Faroe Islands,False,Draw,2020,Europe,2.0
32128,2020-10-10,Andorra,Malta,0.0,0.0,UEFA Nations League,Andorra la Vella,Andorra,False,Draw,2020,Europe,0.0
32129,2020-10-10,Liechtenstein,Gibraltar,0.0,1.0,UEFA Nations League,Vaduz,Liechtenstein,False,Away,2020,Europe,1.0
32130,2020-10-10,Cabo Verde,Guinea,1.0,2.0,Friendly,Faro-Loulé,Portugal,True,Away,2020,Europe,3.0
32131,2020-10-10,Costa Rica,Panama,0.0,1.0,Friendly,San José,Costa Rica,False,Away,2020,America,1.0
32132,2020-10-10,Honduras,Nicaragua,1.0,1.0,Friendly,Comayagua,Honduras,False,Draw,2020,America,2.0
32133,2020-10-10,Niger,Chad,2.0,0.0,Friendly,Niamey,Niger,False,Home,2020,Africa,2.0
32134,2020-10-11,Bosnia and Herzegovina,Netherlands,0.0,0.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,Draw,2020,Europe,0.0
32135,2020-10-11,Poland,Italy,0.0,0.0,UEFA Nations League,Gdańsk,Poland,False,Draw,2020,Europe,0.0
32136,2020-10-11,England,Belgium,2.0,1.0,UEFA Nations League,London,England,False,Home,2020,Europe,3.0
32137,2020-10-11,Iceland,Denmark,0.0,3.0,UEFA Nations League,Reykjavík,Iceland,False,Away,2020,Europe,3.0
32138,2020-10-11,Croatia,Sweden,2.0,1.0,UEFA Nations League,Zagreb,Croatia,False,Home,2020,Europe,3.0
32139,2020-10-11,France,Portugal,0.0,0.0,UEFA Nations League,Paris,France,False,Draw,2020,Europe,0.0
32140,2020-10-11,Northern Ireland,Austria,0.0,1.0,UEFA Nations League,Belfast,Northern Ireland,False,Away,2020,Europe,1.0
32141,2020-10-11,Scotland,Slovakia,1.0,0.0,UEFA Nations League,Glasgow,Scotland,False,Home,2020,Europe,1.0
32142,2020-10-11,Israel,Czech Republic,1.0,2.0,UEFA Nations League,Haifa,Israel,False,Away,2020,Europe,3.0
32143,2020-10-11,Serbia,Hungary,0.0,1.0,UEFA Nations League,Belgrade,Serbia,False,Away,2020,Europe,1.0
32144,2020-10-11,Russia,Turkey,1.0,1.0,UEFA Nations League,Moscow,Russia,False,Draw,2020,Europe,2.0
32145,2020-10-11,Republic of Ireland,Wales,0.0,0.0,UEFA Nations League,Dublin,Republic of Ireland,False,Draw,2020,Europe,0.0
32146,2020-10-11,Finland,Bulgaria,2.0,0.0,UEFA Nations League,Helsinki,Finland,False,Home,2020,Europe,2.0
32147,2020-10-11,Armenia,Georgia,2.0,2.0,UEFA Nations League,Tychy,Poland,True,Draw,2020,Europe,4.0
32148,2020-10-11,Estonia,North Macedonia,3.0,3.0,UEFA Nations League,Tallinn,Estonia,False,Draw,2020,Europe,6.0
32149,2020-10-11,Kosovo,Slovenia,0.0,1.0,UEFA Nations League,Pristina,Kosovo,False,Away,2020,Europe,1.0
32150,2020-10-11,Greece,Moldova,2.0,0.0,UEFA Nations League,Athens,Greece,False,Home,2020,Europe,2.0
32151,2020-10-11,Kazakhstan,Albania,0.0,0.0,UEFA Nations League,Almaty,Kazakhstan,False,Draw,2020,Europe,0.0
32152,2020-10-11,Lithuania,Belarus,2.0,2.0,UEFA Nations League,Vilnius,Lithuania,False,Draw,2020,Europe,4.0
32153,2020-10-11,Gabon,Benin,0.0,2.0,Friendly,Lisbon,Portugal,True,Away,2020,Europe,2.0
32154,2020-10-11,Malawi,Zimbabwe,0.0,0.0,Friendly,Blantyre,Malawi,False,Draw,2020,Africa,0.0
32155,2020-10-11,South Africa,Zambia,1.0,2.0,Friendly,Rustenberg,South Africa,False,Away,2020,Africa,3.0
32156,2020-10-11,Tanzania,Burundi,0.0,1.0,Friendly,Dar es Salaam,Tanzania,False,Away,2020,Africa,1.0
32157,2020-10-12,Burkina Faso,Madagascar,2.0,1.0,Friendly,El Jadida,Morocco,True,Home,2020,Africa,3.0
32158,2020-10-12,Togo,Sudan,1.0,1.0,Friendly,Tunis,Tunisia,True,Draw,2020,Africa,2.0
32159,2020-10-12,United Arab Emirates,Uzbekistan,1.0,2.0,Friendly,Dubai,United Arab Emirates,False,Away,2020,Asia,3.0
32160,2020-10-13,Cameroon,South Sudan,0.0,0.0,Friendly,Yaoundé,Cameroon,False,Draw,2020,Africa,0.0
32161,2020-10-13,Germany,Switzerland,3.0,3.0,UEFA Nations League,Cologne,Germany,False,Draw,2020,Europe,6.0
32162,2020-10-13,Ukraine,Spain,1.0,0.0,UEFA Nations League,Kiev,Ukraine,False,Home,2020,Europe,1.0
32163,2020-10-13,Azerbaijan,Cyprus,0.0,0.0,UEFA Nations League,Elbasan,Albania,True,Draw,2020,Europe,0.0
32164,2020-10-13,Montenegro,Luxembourg,1.0,2.0,UEFA Nations League,Podgorica,Montenegro,False,Away,2020,Europe,3.0
32165,2020-10-13,Latvia,Malta,0.0,1.0,UEFA Nations League,Riga,Latvia,False,Away,2020,Europe,1.0
32166,2020-10-13,Faroe Islands,Andorra,2.0,0.0,UEFA Nations League,Tórshavn,Faroe Islands,False,Home,2020,Europe,2.0
32167,2020-10-13,Liechtenstein,San Marino,0.0,0.0,UEFA Nations League,Vaduz,Liechtenstein,False,Draw,2020,Europe,0.0
32168,2020-10-13,Costa Rica,Panama,0.0,1.0,Friendly,San José,Costa Rica,False,Away,2020,America,1.0
32169,2020-10-13,Japan,Côte d'Ivoire,1.0,0.0,Friendly,Utrecht,Netherlands,True,Home,2020,Europe,1.0
32170,2020-10-13,Mexico,Algeria,2.0,2.0,Friendly,The Hague,Netherlands,True,Draw,2020,Europe,4.0
32171,2020-10-13,Morocco,Congo DR,1.0,1.0,Friendly,Rabat,Morocco,False,Draw,2020,Africa,2.0
32172,2020-10-13,Mozambique,Angola,0.0,3.0,Friendly,Rio Maior,Portugal,True,Away,2020,Europe,3.0
32173,2020-10-13,Niger,Sierra Leone,1.0,0.0,Friendly,Niamey,Niger,False,Home,2020,Africa,1.0
32174,2020-10-13,Nigeria,Tunisia,1.0,1.0,Friendly,Sankt Veit an der Glan,Austria,True,Draw,2020,Europe,2.0
32175,2020-10-13,Bolivia,Argentina,1.0,2.0,FIFA World Cup qualification,La Paz,Bolivia,False,Away,2020,America,3.0
32176,2020-10-13,Venezuela,Paraguay,0.0,1.0,FIFA World Cup qualification,Mérida,Venezuela,False,Away,2020,America,1.0
32177,2020-10-13,Peru,Brazil,2.0,4.0,FIFA World Cup qualification,Lima,Peru,False,Away,2020,America,6.0
