,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,year,continent,total_score
31769,2019-10-11,Turkey,Albania,1.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,Home,2019,Europe,1.0
31770,2019-10-11,Morocco,Libya,1.0,1.0,Friendly,Morocco,Morocco,False,Draw,2019,Africa,2.0
31771,2019-10-11,Uruguay,Peru,1.0,0.0,Friendly,Montevideo,Uruguay,False,Home,2019,America,1.0
31772,2019-10-11,Antigua and Barbuda,Guyana,2.0,1.0,CONCACAF Nations League,North Sound,Antigua and Barbuda,False,Home,2019,America,3.0
31773,2019-10-11,St. Vincent / Grenadines,Suriname,2.0,2.0,CONCACAF Nations League,Arnos Vale,St. Vincent / Grenadines,False,Draw,2019,America,4.0
31774,2019-10-11,Nicaragua,Dominica,3.0,1.0,CONCACAF Nations League,Managua,Nicaragua,False,Home,2019,America,4.0
31775,2019-10-12,Georgia,Republic of Ireland,0.0,0.0,UEFA Euro qualification,Tbilisi,Georgia,False,Draw,2019,Europe,0.0
31776,2019-10-12,Denmark,Switzerland,1.0,0.0,UEFA Euro qualification,Copenhagen,Denmark,False,Home,2019,Europe,1.0
31777,2019-10-12,Faroe Islands,Romania,0.0,3.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False,Away,2019,Europe,3.0
31778,2019-10-12,Malta,Sweden,0.0,4.0,UEFA Euro qualification,Attard,Malta,False,Away,2019,Europe,4.0
31779,2019-10-12,Norway,Spain,1.0,1.0,UEFA Euro qualification,Oslo,Norway,False,Draw,2019,Europe,2.0
31780,2019-10-12,Italy,Greece,2.0,0.0,UEFA Euro qualification,Rome,Italy,False,Home,2019,Europe,2.0
31781,2019-10-12,Liechtenstein,Armenia,1.0,1.0,UEFA Euro qualification,Vaduz,Liechtenstein,False,Draw,2019,Europe,2.0
31782,2019-10-12,Colombia,Chile,0.0,0.0,Friendly,Alicante,Spain,True,Draw,2019,Europe,0.0
31783,2019-10-12,Guinea,Comoros,0.0,1.0,Friendly,Guinea,Guinea,False,Away,2019,Africa,1.0
31784,2019-10-12,Côte d'Ivoire,Congo DR,3.0,1.0,Friendly,Ivory Coast,Côte d'Ivoire,False,Home,2019,Africa,4.0
31785,2019-10-12,Tunisia,Cameroon,0.0,0.0,Friendly,Radès,Tunisia,False,Draw,2019,Africa,0.0
31786,2019-10-12,Dominican Republic,St. Lucia,3.0,0.0,CONCACAF Nations League,Santo Domingo,Dominican Republic,False,Home,2019,America,3.0
31787,2019-10-12,Montserrat,El Salvador,0.0,2.0,CONCACAF Nations League,Look Out,Montserrat,False,Away,2019,America,2.0
31788,2019-10-12,Jamaica,Aruba,2.0,0.0,CONCACAF Nations League,Kingston,Jamaica,False,Home,2019,America,2.0
31789,2019-10-12,Barbados,US Virgin Islands,1.0,0.0,CONCACAF Nations League,Bridgetown,Barbados,False,Home,2019,America,1.0
31790,2019-10-13,Belarus,Netherlands,1.0,2.0,UEFA Euro qualification,Minsk,Belarus,False,Away,2019,Europe,3.0
31791,2019-10-13,Estonia,Germany,0.0,3.0,UEFA Euro qualification,Tallinn,Estonia,False,Away,2019,Europe,3.0
31792,2019-10-13,Hungary,Azerbaijan,1.0,0.0,UEFA Euro qualification,Budapest,Hungary,False,Home,2019,Europe,1.0
31793,2019-10-13,Wales,Croatia,1.0,1.0,UEFA Euro qualification,Cardiff,Wales,False,Draw,2019,Europe,2.0
31794,2019-10-13,Poland,North Macedonia,2.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,Home,2019,Europe,2.0
31795,2019-10-13,Slovenia,Austria,0.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,False,Away,2019,Europe,1.0
31796,2019-10-13,Kazakhstan,Belgium,0.0,2.0,UEFA Euro qualification,Nur-Sultan,Kazakhstan,False,Away,2019,Europe,2.0
31797,2019-10-13,Gambia,Djibouti,1.0,1.0,African Cup of Nations qualification,Bakau,Gambia,False,Draw,2019,Africa,2.0
31798,2019-10-13,Chad,Liberia,1.0,0.0,African Cup of Nations qualification,N'Djamena,Chad,False,Home,2019,Africa,1.0
31799,2019-10-13,São Tomé and Príncipe,Mauritius,2.0,1.0,African Cup of Nations qualification,São Tomé,São Tomé and Príncipe,False,Home,2019,Africa,3.0
31800,2019-10-13,Seychelles,South Sudan,0.0,1.0,African Cup of Nations qualification,Victoria,Seychelles,False,Away,2019,Africa,1.0
31801,2019-10-13,Benin,Zambia,2.0,2.0,Friendly,Benin,Benin,False,Draw,2019,Africa,4.0
31802,2019-10-13,Brazil,Nigeria,1.0,1.0,Friendly,Kallang,Singapore,True,Draw,2019,Asia,2.0
31803,2019-10-13,Equatorial Guinea,Togo,1.0,1.0,Friendly,Equatorial Guinea,Equatorial Guinea,False,Draw,2019,Africa,2.0
31804,2019-10-13,Ethiopia,Uganda,0.0,1.0,Friendly,Ethiopia,Ethiopia,False,Away,2019,Africa,1.0
31805,2019-10-13,Kenya,Mozambique,0.0,1.0,Friendly,Kenya,Kenya,False,Away,2019,Africa,1.0
31806,2019-10-13,Lesotho,Malawi,1.0,1.0,Friendly,Lesotho,Lesotho,False,Draw,2019,Africa,2.0
31807,2019-10-13,Niger,Central African Republic,0.0,2.0,Friendly,Niger,Niger,False,Away,2019,Africa,2.0
31808,2019-10-13,Slovakia,Paraguay,1.0,1.0,Friendly,Bratislava,Slovakia,False,Draw,2019,Europe,2.0
31809,2019-10-13,South Africa,Mali,2.0,1.0,Friendly,Port Elizabeth,South Africa,False,Home,2019,Africa,3.0
31810,2019-10-13,Costa Rica,Curaçao,0.0,0.0,CONCACAF Nations League,San José,Costa Rica,False,Draw,2019,America,0.0
31811,2019-10-13,St. Kitts and Nevis,Belize,0.0,1.0,CONCACAF Nations League,Saint Kitts and Nevis,St. Kitts and Nevis,False,Away,2019,America,1.0
31812,2019-10-14,Kosovo,Montenegro,2.0,0.0,UEFA Euro qualification,Pristina,Kosovo,False,Home,2019,Europe,2.0
31813,2019-10-14,Lithuania,Serbia,1.0,2.0,UEFA Euro qualification,Vilnius,Lithuania,False,Away,2019,Europe,3.0
31814,2019-10-14,Ukraine,Portugal,2.0,1.0,UEFA Euro qualification,Kiev,Ukraine,False,Home,2019,Europe,3.0
31815,2019-10-14,Iceland,Andorra,2.0,0.0,UEFA Euro qualification,Reykjavík,Iceland,False,Home,2019,Europe,2.0
31816,2019-10-14,France,Turkey,1.0,1.0,UEFA Euro qualification,Paris,France,False,Draw,2019,Europe,2.0
31817,2019-10-14,Moldova,Albania,0.0,4.0,UEFA Euro qualification,Chișinău,Moldova,False,Away,2019,Europe,4.0
31818,2019-10-14,Czech Republic,Northern Ireland,2.0,3.0,Friendly,Prague,Czech Republic,False,Away,2019,Europe,5.0
31819,2019-10-14,Egypt,Botswana,1.0,0.0,Friendly,Cairo,Egypt,False,Home,2019,Africa,1.0
31820,2019-10-14,Rwanda,Tanzania,0.0,0.0,Friendly,Rwanda,Rwanda,False,Draw,2019,Africa,0.0
31821,2019-10-14,Venezuela,Trinidad and Tobago,2.0,0.0,Friendly,Caracas,Venezuela,False,Home,2019,America,2.0
31822,2019-10-14,Dominica,Nicaragua,0.0,4.0,CONCACAF Nations League,Roseau,Dominica,False,Away,2019,America,4.0
31823,2019-10-14,Suriname,St. Vincent / Grenadines,0.0,1.0,CONCACAF Nations League,Paramaribo,Suriname,False,Away,2019,America,1.0
31824,2019-10-15,Gibraltar,Georgia,2.0,3.0,UEFA Euro qualification,Gibraltar,Gibraltar,False,Away,2019,Europe,5.0
31825,2019-10-15,Switzerland,Republic of Ireland,2.0,0.0,UEFA Euro qualification,Geneva,Switzerland,False,Home,2019,Europe,2.0
31826,2019-10-15,Faroe Islands,Malta,1.0,0.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False,Home,2019,Europe,1.0
31827,2019-10-15,Sweden,Spain,1.0,1.0,UEFA Euro qualification,Stockholm,Sweden,False,Draw,2019,Europe,2.0
31828,2019-10-15,Romania,Norway,1.0,1.0,UEFA Euro qualification,Bucharest,Romania,False,Draw,2019,Europe,2.0
31829,2019-10-15,Israel,Latvia,3.0,1.0,UEFA Euro qualification,Beer Sheva,Israel,False,Home,2019,Europe,4.0
31830,2019-10-15,Finland,Armenia,3.0,0.0,UEFA Euro qualification,Turku,Finland,False,Home,2019,Europe,3.0
31831,2019-10-15,Greece,Bosnia and Herzegovina,2.0,1.0,UEFA Euro qualification,Athens,Greece,False,Home,2019,Europe,3.0
31832,2019-10-15,Algeria,Colombia,3.0,0.0,Friendly,Villeneuve D'Ascq,Algeria,False,Home,2019,Africa,3.0
31833,2019-10-15,Bermuda,Guatemala,0.0,0.0,Friendly,Hamilton,Bermuda,False,Draw,2019,America,0.0
31834,2019-10-15,Bolivia,Haiti,3.0,1.0,Friendly,Santa Cruz,Bolivia,False,Home,2019,America,4.0
31835,2019-10-15,Chile,Guinea,3.0,2.0,Friendly,Alicante,Spain,True,Home,2019,Europe,5.0
31836,2019-10-15,Kuwait,Turkmenistan,1.0,1.0,Friendly,Kuwait City,Kuwait,False,Draw,2019,Asia,2.0
31837,2019-10-15,Mauritania,Libya,0.0,0.0,Friendly,Nouakchott,Mauritania,False,Draw,2019,Africa,0.0
31838,2019-10-15,Morocco,Gabon,2.0,3.0,Friendly,Morocco,Morocco,False,Away,2019,Africa,5.0
31839,2019-10-15,Peru,Uruguay,1.0,1.0,Friendly,Lima,Peru,False,Draw,2019,America,2.0
31840,2019-10-15,Canada,USA,2.0,0.0,CONCACAF Nations League,Toronto,Canada,False,Home,2019,America,2.0
31841,2019-10-15,Mexico,Panama,3.0,1.0,CONCACAF Nations League,Mexico City,Mexico,False,Home,2019,America,4.0
31842,2019-10-15,Dominican Republic,Montserrat,0.0,0.0,CONCACAF Nations League,Santo Domingo,Dominican Republic,False,Draw,2019,America,0.0
31843,2019-10-15,St. Lucia,El Salvador,0.0,2.0,CONCACAF Nations League,Gros Islet,St. Lucia,False,Away,2019,America,2.0
31844,2019-10-15,US Virgin Islands,Barbados,0.0,4.0,CONCACAF Nations League,Saint Croix,US Virgin Islands,False,Away,2019,America,4.0
31845,2019-10-15,Anguilla,Puerto Rico,2.0,3.0,CONCACAF Nations League,The Valley,Anguilla,False,Away,2019,America,5.0
31846,2019-10-15,Philippines,China PR,0.0,0.0,FIFA World Cup qualification,Bacolod,Philippines,False,Draw,2019,Asia,0.0
31847,2019-10-15,Jordan,Nepal,3.0,0.0,FIFA World Cup qualification,Amman,Jordan,False,Home,2019,Asia,3.0
31848,2019-10-15,Cambodia,Iraq,0.0,4.0,FIFA World Cup qualification,Phnom Penh,Cambodia,False,Away,2019,Asia,4.0
31849,2019-10-15,Bahrain,IR Iran,1.0,0.0,FIFA World Cup qualification,Riffa,Bahrain,False,Home,2019,Asia,1.0
31850,2019-10-15,Palestine,Saudi Arabia,0.0,0.0,FIFA World Cup qualification,Al Ram,Palestine,False,Draw,2019,Asia,0.0
31851,2019-10-15,Singapore,Uzbekistan,1.0,3.0,FIFA World Cup qualification,Kallang,Singapore,False,Away,2019,Asia,4.0
31852,2019-10-15,India,Bangladesh,1.0,1.0,FIFA World Cup qualification,Kolkota,India,False,Draw,2019,Asia,2.0
31853,2019-10-15,Qatar,Oman,2.0,1.0,FIFA World Cup qualification,Al Wakrah,Qatar,False,Home,2019,Asia,3.0
31854,2019-10-15,Tajikistan,Japan,0.0,3.0,FIFA World Cup qualification,Dushanbe,Tajikistan,False,Away,2019,Asia,3.0
31855,2019-10-15,Thailand,United Arab Emirates,2.0,1.0,FIFA World Cup qualification,Pathum Thani,Thailand,False,Home,2019,Asia,3.0
31856,2019-10-15,Indonesia,Vietnam,1.0,3.0,FIFA World Cup qualification,Gianyar,Indonesia,False,Away,2019,Asia,4.0
31857,2019-10-15,Korea DPR,Korea Republic,0.0,0.0,FIFA World Cup qualification,P'yŏngyang,Korea DPR,False,Draw,2019,Asia,0.0
31858,2019-10-15,Sri Lanka,Lebanon,0.0,3.0,FIFA World Cup qualification,Colombo,Sri Lanka,False,Away,2019,Asia,3.0
31859,2019-10-18,Sudan,Tanzania,1.0,2.0,African Nations Championship qualification,Omdurman,Sudan,False,Away,2019,Africa,3.0
31860,2019-10-19,Rwanda,Ethiopia,1.0,1.0,African Nations Championship qualification,Rwanda,Rwanda,False,Draw,2019,Africa,2.0
31861,2019-10-19,Uganda,Burundi,3.0,0.0,African Nations Championship qualification,Uganda,Uganda,False,Home,2019,Africa,3.0
31862,2019-10-19,Morocco,Algeria,3.0,0.0,African Nations Championship qualification,Berkane,Morocco,False,Home,2019,Africa,3.0
31863,2019-10-19,Namibia,Madagascar,2.0,0.0,African Nations Championship qualification,Namibia,Namibia,False,Home,2019,Africa,2.0
31864,2019-10-19,Nigeria,Togo,2.0,0.0,African Nations Championship qualification,Nigeria,Nigeria,False,Home,2019,Africa,2.0
31865,2019-10-20,Congo,Equatorial Guinea,1.0,0.0,African Nations Championship qualification,Congo,Congo,False,Home,2019,Africa,1.0
31866,2019-10-20,Libya,Tunisia,1.0,2.0,African Nations Championship qualification,Libya,Libya,False,Away,2019,Africa,3.0
31867,2019-10-20,Lesotho,Zimbabwe,0.0,0.0,African Nations Championship qualification,Lesotho,Lesotho,False,Draw,2019,Africa,0.0
31868,2019-10-20,Guinea,Senegal,1.0,0.0,African Nations Championship qualification,Conakry,Guinea,False,Home,2019,Africa,1.0
31869,2019-10-20,Mali,Mauritania,2.0,0.0,African Nations Championship qualification,Mali,Mali,False,Home,2019,Africa,2.0
31870,2019-10-20,Burkina Faso,Ghana,0.0,0.0,African Nations Championship qualification,Burkina Faso,Burkina Faso,False,Draw,2019,Africa,0.0
31871,2019-10-20,Côte d'Ivoire,Niger,1.0,0.0,African Nations Championship qualification,Ivory Coast,Côte d'Ivoire,False,Home,2019,Africa,1.0
31872,2019-11-07,Egypt,Liberia,1.0,0.0,Friendly,Alexandria,Egypt,False,Home,2019,Africa,1.0
31873,2019-11-07,Nicaragua,Cuba,0.0,0.0,Friendly,Managua,Nicaragua,False,Draw,2019,America,0.0
31874,2019-11-09,Malaysia,Tajikistan,1.0,0.0,Friendly,Kuala Lumpur,Malaysia,False,Home,2019,Asia,1.0
31875,2019-11-09,Namibia,Zambia,0.0,2.0,Friendly,Windhoek,Namibia,False,Away,2019,Africa,2.0
31876,2019-11-10,Nicaragua,Cuba,0.0,1.0,Friendly,Managua,Nicaragua,False,Away,2019,America,1.0
31877,2019-11-13,Namibia,Chad,2.0,1.0,African Cup of Nations qualification,Windhoek,Namibia,False,Home,2019,Africa,3.0
31878,2019-11-13,Malawi,South Sudan,1.0,0.0,African Cup of Nations qualification,Blantyre,Malawi,False,Home,2019,Africa,1.0
31879,2019-11-13,Burkina Faso,Uganda,0.0,0.0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,Draw,2019,Africa,0.0
31880,2019-11-13,Angola,Gambia,1.0,3.0,African Cup of Nations qualification,Luanda,Angola,False,Away,2019,Africa,4.0
31881,2019-11-13,Central African Republic,Burundi,2.0,0.0,African Cup of Nations qualification,Bangui,Central African Republic,False,Home,2019,Africa,2.0
31882,2019-11-13,Cameroon,Cabo Verde,0.0,0.0,African Cup of Nations qualification,Yaoundé,Cameroon,False,Draw,2019,Africa,0.0
31883,2019-11-13,Senegal,Congo,2.0,0.0,African Cup of Nations qualification,Thiès,Senegal,False,Home,2019,Africa,2.0
31884,2019-11-13,Nigeria,Benin,2.0,1.0,African Cup of Nations qualification,Uyo,Nigeria,False,Home,2019,Africa,3.0
31885,2019-11-13,Sierra Leone,Lesotho,1.0,1.0,African Cup of Nations qualification,Freetown,Sierra Leone,False,Draw,2019,Africa,2.0
31886,2019-11-14,Mali,Guinea,2.0,2.0,African Cup of Nations qualification,Bamako,Mali,False,Draw,2019,Africa,4.0
31887,2019-11-14,Ghana,South Africa,2.0,0.0,African Cup of Nations qualification,Cape Coast,Ghana,False,Home,2019,Africa,2.0
31888,2019-11-14,Congo DR,Gabon,0.0,0.0,African Cup of Nations qualification,Kinshasa,Congo DR,False,Draw,2019,Africa,0.0
31889,2019-11-14,Mozambique,Rwanda,2.0,0.0,African Cup of Nations qualification,Maputo,Mozambique,False,Home,2019,Africa,2.0
31890,2019-11-14,Egypt,Kenya,1.0,1.0,African Cup of Nations qualification,Alexandria,Egypt,False,Draw,2019,Africa,2.0
31891,2019-11-14,Togo,Comoros,0.0,1.0,African Cup of Nations qualification,Lomé,Togo,False,Away,2019,Africa,1.0
31892,2019-11-14,Czech Republic,Kosovo,2.0,1.0,UEFA Euro qualification,Plzeň,Czech Republic,False,Home,2019,Europe,3.0
31893,2019-11-14,Serbia,Luxembourg,3.0,2.0,UEFA Euro qualification,Belgrade,Serbia,False,Home,2019,Europe,5.0
31894,2019-11-14,Turkey,Iceland,0.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,Draw,2019,Europe,0.0
31895,2019-11-14,Albania,Andorra,2.0,2.0,UEFA Euro qualification,Elbasan,Albania,False,Draw,2019,Europe,4.0
31896,2019-11-14,France,Moldova,2.0,1.0,UEFA Euro qualification,Paris,France,False,Home,2019,Europe,3.0
31897,2019-11-14,Curaçao,Costa Rica,1.0,2.0,CONCACAF Nations League,Willemstad,Curaçao,False,Away,2019,America,3.0
31898,2019-11-14,St. Kitts and Nevis,Grenada,0.0,0.0,CONCACAF Nations League,Basseterre,St. Kitts and Nevis,False,Draw,2019,America,0.0
31899,2019-11-14,Bahamas,British Virgin Islands,3.0,0.0,CONCACAF Nations League,Nassau,Bahamas,False,Home,2019,America,3.0
31900,2019-11-14,Bulgaria,Paraguay,0.0,1.0,Friendly,Sofia,Bulgaria,False,Away,2019,Europe,1.0
31901,2019-11-14,Cambodia,Mongolia,1.0,1.0,Friendly,Phnom Penh,Cambodia,False,Draw,2019,Asia,2.0
31902,2019-11-14,Ecuador,Trinidad and Tobago,3.0,0.0,Friendly,Portoviejo,Ecuador,False,Home,2019,America,3.0
31903,2019-11-14,Qatar,Singapore,2.0,0.0,Friendly,Doha,Qatar,False,Home,2019,Asia,2.0
31904,2019-11-14,Republic of Ireland,New Zealand,3.0,1.0,Friendly,Dublin,Republic of Ireland,False,Home,2019,Europe,4.0
31905,2019-11-14,Ukraine,Estonia,1.0,0.0,Friendly,Zaporizhia,Ukraine,False,Home,2019,Europe,1.0
31906,2019-11-14,Maldives,Philippines,1.0,2.0,FIFA World Cup qualification,Malé,Maldives,False,Away,2019,Asia,3.0
31907,2019-11-14,Syria,China PR,2.0,1.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True,Home,2019,Asia,3.0
31908,2019-11-14,Jordan,Australia,0.0,1.0,FIFA World Cup qualification,Amman,Jordan,False,Away,2019,Asia,1.0
31909,2019-11-14,Iraq,IR Iran,2.0,1.0,FIFA World Cup qualification,Amman,Jordan,True,Home,2019,Asia,3.0
31910,2019-11-14,Hong Kong,Bahrain,0.0,0.0,FIFA World Cup qualification,Hong Kong,Hong Kong,False,Draw,2019,Asia,0.0
31911,2019-11-14,Uzbekistan,Saudi Arabia,2.0,3.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,Away,2019,Asia,5.0
31912,2019-11-14,Yemen,Palestine,1.0,0.0,FIFA World Cup qualification,Muharraq,Bahrain,True,Home,2019,Asia,1.0
31913,2019-11-14,Afghanistan,India,1.0,1.0,FIFA World Cup qualification,Dushanbe,Tajikistan,True,Draw,2019,Asia,2.0
31914,2019-11-14,Vietnam,United Arab Emirates,1.0,0.0,FIFA World Cup qualification,Hanoi,Vietnam,False,Home,2019,Asia,1.0
31915,2019-11-14,Malaysia,Thailand,2.0,1.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,Home,2019,Asia,3.0
31916,2019-11-14,Lebanon,Korea Republic,0.0,0.0,FIFA World Cup qualification,Beirut,Lebanon,False,Draw,2019,Asia,0.0
31917,2019-11-14,Turkmenistan,Korea DPR,3.0,1.0,FIFA World Cup qualification,Ashgabat,Turkmenistan,False,Home,2019,Asia,4.0
31918,2019-11-15,Morocco,Mauritania,0.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False,Draw,2019,Africa,0.0
31919,2019-11-15,Zimbabwe,Botswana,0.0,0.0,African Cup of Nations qualification,Harare,Zimbabwe,False,Draw,2019,Africa,0.0
31920,2019-11-15,Tanzania,Equatorial Guinea,2.0,1.0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,Home,2019,Africa,3.0
31921,2019-11-15,Switzerland,Georgia,1.0,0.0,UEFA Euro qualification,St Gallen,Switzerland,False,Home,2019,Europe,1.0
31922,2019-11-15,Romania,Sweden,0.0,2.0,UEFA Euro qualification,Bucharest,Romania,False,Away,2019,Europe,2.0
31923,2019-11-15,Finland,Liechtenstein,3.0,0.0,UEFA Euro qualification,Helsinki,Finland,False,Home,2019,Europe,3.0
31924,2019-11-15,Bosnia and Herzegovina,Italy,0.0,3.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,Away,2019,Europe,3.0
31925,2019-11-15,Armenia,Greece,0.0,1.0,UEFA Euro qualification,Yerevan,Armenia,False,Away,2019,Europe,1.0
31926,2019-11-15,Panama,Mexico,0.0,3.0,CONCACAF Nations League,Panama City,Panama,False,Away,2019,America,3.0
31927,2019-11-15,Antigua and Barbuda,Jamaica,0.0,2.0,CONCACAF Nations League,North Sound,Antigua and Barbuda,False,Away,2019,America,2.0
31928,2019-11-15,St. Vincent / Grenadines,Nicaragua,1.0,0.0,CONCACAF Nations League,Arnos Vale,St. Vincent / Grenadines,False,Home,2019,America,1.0
31929,2019-11-15,Colombia,Peru,1.0,0.0,Friendly,Miami Gardens,USA,True,Home,2019,America,1.0
31930,2019-11-15,Hungary,Uruguay,1.0,2.0,Friendly,Budapest,Hungary,False,Away,2019,Europe,3.0
31931,2019-11-16,Côte d'Ivoire,Niger,1.0,0.0,African Cup of Nations qualification,Abidjan,Côte d'Ivoire,False,Home,2019,Africa,1.0
31932,2019-11-16,Madagascar,Ethiopia,1.0,0.0,African Cup of Nations qualification,Antananarivo,Madagascar,False,Home,2019,Africa,1.0
31933,2019-11-16,Northern Ireland,Netherlands,0.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False,Draw,2019,Europe,0.0
31934,2019-11-16,Croatia,Slovakia,3.0,1.0,UEFA Euro qualification,Rijeka,Croatia,False,Home,2019,Europe,4.0
31935,2019-11-16,Azerbaijan,Wales,0.0,2.0,UEFA Euro qualification,Baku,Azerbaijan,False,Away,2019,Europe,2.0
31936,2019-11-16,Slovenia,Latvia,1.0,0.0,UEFA Euro qualification,Ljubljana,Slovenia,False,Home,2019,Europe,1.0
31937,2019-11-16,Austria,North Macedonia,2.0,1.0,UEFA Euro qualification,Vienna,Austria,False,Home,2019,Europe,3.0
31938,2019-11-16,Israel,Poland,1.0,2.0,UEFA Euro qualification,Jerusalem,Israel,False,Away,2019,Europe,3.0
31939,2019-11-16,Cyprus,Scotland,1.0,2.0,UEFA Euro qualification,Nicosia,Cyprus,False,Away,2019,Europe,3.0
31940,2019-11-16,San Marino,Kazakhstan,1.0,3.0,UEFA Euro qualification,Serravalle,San Marino,False,Away,2019,Europe,4.0
31941,2019-11-16,Russia,Belgium,1.0,4.0,UEFA Euro qualification,Saint Petersburg,Russia,False,Away,2019,Europe,5.0
31942,2019-11-16,St. Lucia,Dominican Republic,1.0,0.0,CONCACAF Nations League,Gros Islet,St. Lucia,False,Home,2019,America,1.0
31943,2019-11-16,El Salvador,Montserrat,1.0,0.0,CONCACAF Nations League,San Salvador,El Salvador,False,Home,2019,America,1.0
31944,2019-11-16,Cayman Islands,US Virgin Islands,1.0,0.0,CONCACAF Nations League,George Town,Cayman Islands,False,Home,2019,America,1.0
31945,2019-11-17,Chad,Mali,0.0,2.0,African Cup of Nations qualification,N'Djamena,Chad,False,Away,2019,Africa,2.0
31946,2019-11-17,Guinea,Namibia,2.0,0.0,African Cup of Nations qualification,Conakry,Guinea,False,Home,2019,Africa,2.0
31947,2019-11-17,South Sudan,Burkina Faso,1.0,2.0,African Cup of Nations qualification,Khartoum,Sudan,True,Away,2019,Africa,3.0
31948,2019-11-17,Uganda,Malawi,2.0,0.0,African Cup of Nations qualification,Kira,Uganda,False,Home,2019,Africa,2.0
31949,2019-11-17,South Africa,Sudan,1.0,0.0,African Cup of Nations qualification,Johannesburg,South Africa,False,Home,2019,Africa,1.0
31950,2019-11-17,Gabon,Angola,2.0,1.0,African Cup of Nations qualification,Franceville,Gabon,False,Home,2019,Africa,3.0
31951,2019-11-17,Rwanda,Cameroon,0.0,1.0,African Cup of Nations qualification,Kigali,Rwanda,False,Away,2019,Africa,1.0
31952,2019-11-17,Congo,Guinea-Bissau,3.0,0.0,African Cup of Nations qualification,Brazzaville,Congo,False,Home,2019,Africa,3.0
31953,2019-11-17,Benin,Sierra Leone,1.0,0.0,African Cup of Nations qualification,Porto-Novo,Benin,False,Home,2019,Africa,1.0
31954,2019-11-17,Lesotho,Nigeria,2.0,4.0,African Cup of Nations qualification,Maseru,Lesotho,False,Away,2019,Africa,6.0
31955,2019-11-17,Kosovo,England,0.0,4.0,UEFA Euro qualification,Pristina,Kosovo,False,Away,2019,Europe,4.0
31956,2019-11-17,Bulgaria,Czech Republic,1.0,0.0,UEFA Euro qualification,Sofia,Bulgaria,False,Home,2019,Europe,1.0
31957,2019-11-17,Luxembourg,Portugal,0.0,2.0,UEFA Euro qualification,Luxembourg City,Luxembourg,False,Away,2019,Europe,2.0
31958,2019-11-17,Serbia,Ukraine,2.0,2.0,UEFA Euro qualification,Belgrade,Serbia,False,Draw,2019,Europe,4.0
31959,2019-11-17,Albania,France,0.0,2.0,UEFA Euro qualification,Tirana,Albania,False,Away,2019,Europe,2.0
31960,2019-11-17,Andorra,Turkey,0.0,2.0,UEFA Euro qualification,Andorra la Vella,Andorra,False,Away,2019,Europe,2.0
31961,2019-11-17,Moldova,Iceland,1.0,2.0,UEFA Euro qualification,Chișinău,Moldova,False,Away,2019,Europe,3.0
31962,2019-11-17,Costa Rica,Haiti,1.0,1.0,CONCACAF Nations League,San José,Costa Rica,False,Draw,2019,America,2.0
31963,2019-11-17,Grenada,Belize,3.0,2.0,CONCACAF Nations League,St. George's,Grenada,False,Home,2019,America,5.0
31964,2019-11-17,Lithuania,New Zealand,1.0,0.0,Friendly,Vilnius,Lithuania,False,Home,2019,Europe,1.0
31965,2019-11-18,São Tomé and Príncipe,Ghana,0.0,1.0,African Cup of Nations qualification,São Tomé,São Tomé and Príncipe,False,Away,2019,Africa,1.0
31966,2019-11-18,Gambia,Congo DR,2.0,2.0,African Cup of Nations qualification,Bakau,Gambia,False,Draw,2019,Africa,4.0
31967,2019-11-18,Cabo Verde,Mozambique,2.0,2.0,African Cup of Nations qualification,Praia,Cabo Verde,False,Draw,2019,Africa,4.0
31968,2019-11-18,Comoros,Egypt,0.0,0.0,African Cup of Nations qualification,Moroni,Comoros,False,Draw,2019,Africa,0.0
31969,2019-11-18,Kenya,Togo,1.0,1.0,African Cup of Nations qualification,Kasarani,Kenya,False,Draw,2019,Africa,2.0
31970,2019-11-18,Botswana,Algeria,0.0,1.0,African Cup of Nations qualification,Gaborone,Botswana,False,Away,2019,Africa,1.0
31971,2019-11-18,Republic of Ireland,Denmark,1.0,1.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,Draw,2019,Europe,2.0
31972,2019-11-18,Malta,Norway,1.0,2.0,UEFA Euro qualification,Attard,Malta,False,Away,2019,Europe,3.0
31973,2019-11-18,Sweden,Faroe Islands,3.0,0.0,UEFA Euro qualification,Stockholm,Sweden,False,Home,2019,Europe,3.0
31974,2019-11-18,Liechtenstein,Bosnia and Herzegovina,0.0,3.0,UEFA Euro qualification,Vaduz,Liechtenstein,False,Away,2019,Europe,3.0
