,team,confederation,games,home_games,away_games,neutral_games,wins,home_wins,away_wins,neutral_wins,defeats,home_defeats,away_defeats,neutral_defeats,draws,home_draws,away_draws,neutral_draws,goals_scored,home_goals_scored,away_goals_scored,neutral_goals_scored,goals_conceded,home_goals_conceded,away_goals_conceded,neutral_goals_conceded
157,San Marino,UEFA,173,49.13294797687861,49.13294797687861,1.7341040462427744,0.5780346820809248,0.5780346820809248,0.0,0.0,95.95375722543352,46.82080924855491,47.398843930635834,1.7341040462427744,3.4682080924855487,1.7341040462427744,1.7341040462427744,0.0,14.450867052023122,8.092485549132949,5.780346820809249,0.5780346820809248,425.4335260115607,163.0057803468208,253.17919075144508,9.248554913294797
158,Saudi Arabia,AFC,623,42.0545746388443,17.97752808988764,39.96789727126806,47.67255216693419,24.879614767255216,5.296950240770466,17.49598715890851,29.534510433386842,8.186195826645266,8.025682182985554,13.32263242375602,22.792937399678973,8.98876404494382,4.654895666131622,9.149277688603531,156.661316211878,82.34349919743178,20.38523274478331,53.93258426966292,106.90208667736758,36.27608346709471,25.20064205457464,45.42536115569823
159,Scotland,UEFA,787,46.75984752223634,47.77636594663278,5.463786531130877,47.522236340533674,26.937738246505717,19.05972045743329,1.5247776365946633,31.003811944091485,10.292249047013977,18.297331639135958,2.41423125794155,21.47395171537484,9.529860228716645,10.419313850063533,1.5247776365946633,173.06226175349428,91.4866581956798,74.20584498094028,7.369758576874205,123.76111817026683,46.25158831003812,69.50444726810674,8.005082592121983
160,Senegal,CAF,534,31.46067415730337,36.70411985018727,31.835205992509362,44.19475655430712,20.973782771535582,8.426966292134832,14.794007490636703,29.213483146067414,4.119850187265917,17.790262172284642,7.303370786516854,26.591760299625467,6.367041198501873,10.486891385767791,9.737827715355806,130.3370786516854,54.68164794007491,32.77153558052434,42.88389513108614,95.88014981273409,18.53932584269663,48.50187265917603,28.83895131086142
161,Serbia,UEFA,274,19.708029197080293,56.934306569343065,23.357664233576642,44.89051094890511,10.948905109489052,23.357664233576642,10.583941605839415,29.56204379562044,2.9197080291970803,18.613138686131386,8.02919708029197,25.547445255474454,5.839416058394161,14.963503649635038,4.744525547445255,154.74452554744528,39.416058394160586,80.2919708029197,35.03649635036496,108.02919708029196,20.802919708029197,62.77372262773723,24.45255474452555
162,Seychelles,CAF,99,36.36363636363637,34.34343434343434,29.292929292929294,11.11111111111111,9.090909090909092,1.0101010101010102,1.0101010101010102,72.72727272727273,21.21212121212121,29.292929292929294,22.22222222222222,16.161616161616163,6.0606060606060606,4.040404040404041,6.0606060606060606,68.68686868686868,33.33333333333333,14.14141414141414,21.21212121212121,223.23232323232324,66.66666666666666,87.87878787878788,68.68686868686868
163,Sierra Leone,CAF,253,39.130434782608695,43.47826086956522,17.391304347826086,30.434782608695656,20.158102766798418,3.1620553359683794,7.114624505928854,44.66403162055336,8.300395256916996,32.015810276679844,4.3478260869565215,24.90118577075099,10.67193675889328,8.300395256916996,5.928853754940711,94.0711462450593,50.988142292490124,24.50592885375494,18.57707509881423,134.7826086956522,30.8300395256917,85.37549407114624,18.57707509881423
164,Singapore,AFC,471,46.07218683651805,26.11464968152866,27.81316348195329,29.29936305732484,17.40976645435244,4.45859872611465,7.43099787685775,50.955414012738856,19.957537154989385,14.8619957537155,16.13588110403397,19.745222929936308,8.70488322717622,6.794055201698514,4.246284501061571,122.08067940552016,70.06369426751591,19.53290870488323,32.48407643312102,180.04246284501062,75.58386411889597,47.5583864118896,56.90021231422505
165,Slovakia,UEFA,305,42.62295081967213,45.24590163934426,12.131147540983607,40.0,20.655737704918035,16.065573770491802,3.278688524590164,36.0655737704918,10.819672131147541,20.0,5.245901639344262,23.934426229508198,11.147540983606557,9.180327868852459,3.606557377049181,142.95081967213116,73.77049180327869,56.72131147540984,12.459016393442624,127.54098360655736,43.606557377049185,68.1967213114754,15.737704918032788
166,Slovenia,UEFA,260,45.0,45.0,10.0,35.38461538461539,21.153846153846153,12.307692307692308,1.9230769230769231,40.0,15.384615384615385,20.384615384615383,4.230769230769231,24.615384615384617,8.461538461538462,12.307692307692308,3.8461538461538463,123.84615384615385,67.3076923076923,45.0,11.538461538461538,119.23076923076923,49.61538461538461,53.84615384615385,15.769230769230768
