home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,day_of_week,month,year,date,match_id
Central African Republic,Egypt,1,1,African Cup of Nations qualification,Bangui,Central African Republic,False,D,Saturday,June,2012,2012-06-30,34297.0
Sudan,Iraq,1,1,UAFA Cup,Jeddah,Saudi Arabia,True,D,Saturday,June,2012,2012-06-30,34298.0
Spain,Italy,4,0,UEFA Euro,Kyïv,Ukraine,True,H,Sunday,July,2012,2012-07-01,34299.0
Morocco,Iraq,2,1,UAFA Cup,Jeddah,Saudi Arabia,True,H,Tuesday,July,2012,2012-07-03,34300.0
Saudi Arabia,Libya,0,2,UAFA Cup,Jeddah,Saudi Arabia,False,A,Tuesday,July,2012,2012-07-03,34301.0
Saudi Arabia,Iraq,0,1,UAFA Cup,Jeddah,Saudi Arabia,False,A,Thursday,July,2012,2012-07-05,34302.0
Libya,Morocco,1,1,UAFA Cup,Jeddah,Saudi Arabia,True,D,Friday,July,2012,2012-07-06,34303.0
Malawi,Zambia,1,0,Friendly,Blantyre,Malawi,False,H,Friday,July,2012,2012-07-06,34304.0
British Virgin Islands,Anguilla,1,0,Friendly,Road Town,British Virgin Islands,False,H,Saturday,July,2012,2012-07-07,34305.0
South Sudan,Uganda,2,2,Friendly,Juba,South Sudan,False,D,Tuesday,July,2012,2012-07-10,34306.0
Kenya,Botswana,3,1,Friendly,Nairobi,Kenya,False,H,Thursday,July,2012,2012-07-12,34307.0
Aruba,Curaçao,3,2,ABCS Tournament,Oranjestad,Aruba,False,H,Friday,July,2012,2012-07-13,34308.0
Suriname,Bonaire,8,0,ABCS Tournament,Oranjestad,Aruba,True,H,Friday,July,2012,2012-07-13,34309.0
Aruba,Suriname,1,0,ABCS Tournament,Oranjestad,Aruba,False,H,Sunday,July,2012,2012-07-15,34310.0
Bonaire,Curaçao,2,9,ABCS Tournament,Oranjestad,Aruba,True,A,Sunday,July,2012,2012-07-15,34311.0
Botswana,Zimbabwe,1,0,Friendly,Molepolole,Botswana,False,H,Monday,July,2012,2012-07-16,34312.0
Zimbabwe,Lesotho,5,3,Friendly,Molepolole,Botswana,True,H,Tuesday,July,2012,2012-07-17,34313.0
Botswana,Lesotho,0,0,Friendly,Molepolole,Botswana,False,D,Wednesday,July,2012,2012-07-18,34314.0
Guam,Northern Mariana Islands,3,1,EAFF Championship,Yona,Guam,False,H,Wednesday,July,2012,2012-07-18,34315.0
Northern Mariana Islands,Macau,1,5,EAFF Championship,Yona,Guam,True,A,Friday,July,2012,2012-07-20,34316.0
Guam,Macau,3,0,EAFF Championship,Yona,Guam,False,H,Sunday,July,2012,2012-07-22,34317.0
Zambia,Zimbabwe,2,1,Friendly,Ndola,Zambia,False,H,Wednesday,August,2012,2012-08-08,34318.0
El Salvador,Guatemala,1,0,Friendly,Carson,United States,True,H,Saturday,August,2012,2012-08-11,34319.0
Jordan,Uzbekistan,0,1,Friendly,Amman,Jordan,False,A,Monday,August,2012,2012-08-13,34320.0
Burkina Faso,Togo,3,0,Friendly,Saint-Leu-la-Forêt,France,True,H,Tuesday,August,2012,2012-08-14,34321.0
Liechtenstein,Andorra,1,0,Friendly,Vaduz,Liechtenstein,False,H,Tuesday,August,2012,2012-08-14,34322.0
San Marino,Malta,2,3,Friendly,Serravalle,San Marino,False,A,Tuesday,August,2012,2012-08-14,34323.0
Albania,Moldova,0,0,Friendly,Tirana,Albania,False,D,Wednesday,August,2012,2012-08-15,34324.0
Angola,Mozambique,2,0,Friendly,Benguela,Angola,False,H,Wednesday,August,2012,2012-08-15,34325.0
Armenia,Belarus,1,2,Friendly,Yerevan,Armenia,False,A,Wednesday,August,2012,2012-08-15,34326.0
Austria,Turkey,2,0,Friendly,Vienna,Austria,False,H,Wednesday,August,2012,2012-08-15,34327.0
Azerbaijan,Bahrain,3,0,Friendly,Bakıxanov,Azerbaijan,False,H,Wednesday,August,2012,2012-08-15,34328.0
Belgium,Netherlands,4,2,Friendly,Brussels,Belgium,False,H,Wednesday,August,2012,2012-08-15,34329.0
Bolivia,Guyana,2,0,Friendly,Santa Cruz,Bolivia,False,H,Wednesday,August,2012,2012-08-15,34330.0
Botswana,Tanzania,3,3,Friendly,Molepolole,Botswana,False,D,Wednesday,August,2012,2012-08-15,34331.0
Bulgaria,Cyprus,1,0,Friendly,Sofia,Bulgaria,False,H,Wednesday,August,2012,2012-08-15,34332.0
Canada,Trinidad and Tobago,2,0,Friendly,Lauderhill,United States,True,H,Wednesday,August,2012,2012-08-15,34333.0
China PR,Ghana,1,1,Friendly,Xi'an,China PR,False,D,Wednesday,August,2012,2012-08-15,34334.0
Costa Rica,Peru,0,1,Friendly,San José,Costa Rica,False,A,Wednesday,August,2012,2012-08-15,34335.0
Croatia,Switzerland,2,4,Friendly,Split,Croatia,False,A,Wednesday,August,2012,2012-08-15,34336.0
Denmark,Slovakia,1,3,Friendly,Odense,Denmark,False,A,Wednesday,August,2012,2012-08-15,34337.0
Ecuador,Chile,3,0,Friendly,New York,United States,True,H,Wednesday,August,2012,2012-08-15,34338.0
El Salvador,Jamaica,0,2,Friendly,Washington,United States,True,A,Wednesday,August,2012,2012-08-15,34339.0
England,Italy,2,1,Friendly,Berne,Switzerland,True,H,Wednesday,August,2012,2012-08-15,34340.0
Equatorial Guinea,Liberia,1,0,Friendly,Malabo,Equatorial Guinea,False,H,Wednesday,August,2012,2012-08-15,34341.0
Estonia,Poland,1,0,Friendly,Tallinn,Estonia,False,H,Wednesday,August,2012,2012-08-15,34342.0
France,Uruguay,0,0,Friendly,Le Havre,France,False,D,Wednesday,August,2012,2012-08-15,34343.0
Germany,Argentina,1,3,Friendly,Frankfurt am Main,Germany,False,A,Wednesday,August,2012,2012-08-15,34344.0
Guatemala,Paraguay,3,3,Friendly,Washington,United States,True,D,Wednesday,August,2012,2012-08-15,34345.0
Hungary,Israel,1,1,Friendly,Budapest,Hungary,False,D,Wednesday,August,2012,2012-08-15,34346.0
Iceland,Faroe Islands,2,0,Friendly,Reykjavík,Iceland,False,H,Wednesday,August,2012,2012-08-15,34347.0
Iran,Tunisia,2,2,Friendly,Kecskemét,Hungary,True,D,Wednesday,August,2012,2012-08-15,34348.0
Japan,Venezuela,1,1,Friendly,Sapporo,Japan,False,D,Wednesday,August,2012,2012-08-15,34349.0
Jordan,Uzbekistan,2,0,Friendly,Amman,Jordan,False,H,Wednesday,August,2012,2012-08-15,34350.0
South Korea,Zambia,2,1,Friendly,Anyang,South Korea,False,H,Wednesday,August,2012,2012-08-15,34351.0
Luxembourg,Georgia,1,2,Friendly,Differdange,Luxembourg,False,A,Wednesday,August,2012,2012-08-15,34352.0
North Macedonia,Lithuania,1,0,Friendly,Skopje,North Macedonia,False,H,Wednesday,August,2012,2012-08-15,34353.0
Mexico,United States,0,1,Friendly,Mexico City,Mexico,False,A,Wednesday,August,2012,2012-08-15,34354.0
Montenegro,Latvia,2,0,Friendly,Podgorica,Montenegro,False,H,Wednesday,August,2012,2012-08-15,34355.0
Morocco,Guinea,1,2,Friendly,Rabat,Morocco,False,A,Wednesday,August,2012,2012-08-15,34356.0
Niger,Nigeria,0,0,Friendly,Niamey,Niger,False,D,Wednesday,August,2012,2012-08-15,34357.0
Northern Ireland,Finland,3,3,Friendly,Belfast,Northern Ireland,False,D,Wednesday,August,2012,2012-08-15,34358.0
Norway,Greece,2,3,Friendly,Oslo,Norway,False,A,Wednesday,August,2012,2012-08-15,34359.0
Oman,Egypt,1,1,Friendly,Salalah,Oman,False,D,Wednesday,August,2012,2012-08-15,34360.0
Portugal,Panama,2,0,Friendly,Faro,Portugal,False,H,Wednesday,August,2012,2012-08-15,34361.0
Puerto Rico,Spain,1,2,Friendly,Bayamón,Puerto Rico,False,A,Wednesday,August,2012,2012-08-15,34362.0
Russia,Ivory Coast,1,1,Friendly,Moscow,Russia,False,D,Wednesday,August,2012,2012-08-15,34363.0
Scotland,Australia,3,1,Friendly,Edinburgh,Scotland,False,H,Wednesday,August,2012,2012-08-15,34364.0
Serbia,Republic of Ireland,0,0,Friendly,Belgrade,Serbia,False,D,Wednesday,August,2012,2012-08-15,34365.0
Singapore,Hong Kong,2,0,Friendly,Jurong,Singapore,False,H,Wednesday,August,2012,2012-08-15,34366.0
Slovenia,Romania,4,3,Friendly,Celje,Slovenia,False,H,Wednesday,August,2012,2012-08-15,34367.0
Sweden,Brazil,0,3,Friendly,Solna,Sweden,False,A,Wednesday,August,2012,2012-08-15,34368.0
Ukraine,Czech Republic,0,0,Friendly,L'viv,Ukraine,False,D,Wednesday,August,2012,2012-08-15,34369.0
Wales,Bosnia and Herzegovina,0,2,Friendly,Llanelli,Wales,False,A,Wednesday,August,2012,2012-08-15,34370.0
India,Syria,2,1,Nehru Cup,New Delhi,India,False,H,Wednesday,August,2012,2012-08-22,34371.0
Maldives,Nepal,2,1,Nehru Cup,New Delhi,India,True,H,Thursday,August,2012,2012-08-23,34372.0
Syria,Cameroon,2,2,Nehru Cup,New Delhi,India,True,D,Friday,August,2012,2012-08-24,34373.0
India,Maldives,3,0,Nehru Cup,New Delhi,India,False,H,Saturday,August,2012,2012-08-25,34374.0
Botswana,Uganda,0,0,Friendly,Gaborone,Botswana,False,D,Sunday,August,2012,2012-08-26,34375.0
Libya,Sudan,3,0,Friendly,Tunis,Tunisia,True,H,Sunday,August,2012,2012-08-26,34376.0
Nepal,Cameroon,0,5,Nehru Cup,New Delhi,India,True,A,Sunday,August,2012,2012-08-26,34377.0
Maldives,Syria,2,1,Nehru Cup,New Delhi,India,True,H,Monday,August,2012,2012-08-27,34378.0
India,Nepal,0,0,Nehru Cup,New Delhi,India,False,D,Tuesday,August,2012,2012-08-28,34379.0
Cameroon,Maldives,3,1,Nehru Cup,New Delhi,India,True,H,Wednesday,August,2012,2012-08-29,34380.0
Syria,Nepal,2,0,Nehru Cup,New Delhi,India,True,H,Thursday,August,2012,2012-08-30,34381.0
India,Cameroon,0,1,Nehru Cup,New Delhi,India,False,A,Friday,August,2012,2012-08-31,34382.0
India,Cameroon,2,2,Nehru Cup,New Delhi,India,False,D,Sunday,September,2012,2012-09-02,34383.0
Liberia,Malawi,1,0,Friendly,Paynesville,Liberia,False,H,Tuesday,September,2012,2012-09-04,34384.0
Cambodia,Philippines,0,0,Friendly,Phnom Penh,Cambodia,False,D,Wednesday,September,2012,2012-09-05,34385.0
Jordan,Iran,0,0,Friendly,Amman,Jordan,False,D,Wednesday,September,2012,2012-09-05,34386.0
Martinique,British Virgin Islands,16,0,CFU Caribbean Cup qualification,Le Lamentin,Martinique,False,H,Wednesday,September,2012,2012-09-05,34387.0
Montserrat,Suriname,1,7,CFU Caribbean Cup qualification,Le Lamentin,Martinique,True,A,Wednesday,September,2012,2012-09-05,34388.0
Japan,United Arab Emirates,1,0,Friendly,Niigata,Japan,False,H,Thursday,September,2012,2012-09-06,34389.0
Lebanon,Australia,0,3,Friendly,Tripoli,Lebanon,False,A,Thursday,September,2012,2012-09-06,34390.0
Qatar,Tajikistan,1,2,Friendly,Ingolstadt,Germany,True,A,Thursday,September,2012,2012-09-06,34391.0
Sweden,China PR,1,0,Friendly,Helsingborg,Sweden,False,H,Thursday,September,2012,2012-09-06,34392.0
Albania,Cyprus,3,1,FIFA World Cup qualification,Tirana,Albania,False,H,Friday,September,2012,2012-09-07,34393.0
Andorra,Hungary,0,5,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,A,Friday,September,2012,2012-09-07,34394.0
Argentina,Paraguay,3,1,FIFA World Cup qualification,Córdoba,Argentina,False,H,Friday,September,2012,2012-09-07,34395.0
Azerbaijan,Israel,1,1,FIFA World Cup qualification,Baku,Azerbaijan,False,D,Friday,September,2012,2012-09-07,34396.0
Bermuda,Puerto Rico,1,2,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,True,A,Friday,September,2012,2012-09-07,34397.0
Brazil,South Africa,1,0,Friendly,São Paulo,Brazil,False,H,Friday,September,2012,2012-09-07,34398.0
British Virgin Islands,Suriname,0,4,CFU Caribbean Cup qualification,Rivière-Pilote,Martinique,True,A,Friday,September,2012,2012-09-07,34399.0
